"pk_person_features","person_uri","occupation_main","occupation_sec1","occupation_sec2","field_main","field_sec1","field_sec2","fk_person","notes"
17079,http://www.wikidata.org/entity/Q848387,,NA,NA,NA,NA,NA,17079,
17080,http://www.wikidata.org/entity/Q84850654,,economist,NA,NA,NA,NA,17080,
17081,http://www.wikidata.org/entity/Q84859275,,university-teacher,NA,international-migration,migration-policy,cultural-assimilation,17081,
17082,http://www.wikidata.org/entity/Q848723,,university-teacher,NA,NA,NA,NA,17082,
17083,http://www.wikidata.org/entity/Q849122,,political-scientist,NA,NA,NA,NA,17083,
17084,http://www.wikidata.org/entity/Q84938364,,NA,NA,sociology,social-research,social-inequality,17084,
17085,http://www.wikidata.org/entity/Q85027,,university-teacher,NA,sociology,NA,NA,17085,
17086,http://www.wikidata.org/entity/Q85072548,,university-teacher,NA,sociology,sociology-of-religion,religious-studies,17086,
17087,http://www.wikidata.org/entity/Q85078,,historian,NA,literary-studies,theatre-studies,NA,17087,
17088,http://www.wikidata.org/entity/Q85090929,,writer,NA,NA,NA,NA,17088,
17089,http://www.wikidata.org/entity/Q85095283,,artist,NA,NA,NA,NA,17089,
17090,http://www.wikidata.org/entity/Q85103014,,photographer,NA,NA,NA,NA,17090,
17091,http://www.wikidata.org/entity/Q85132084,,NA,NA,NA,NA,NA,17091,
17092,http://www.wikidata.org/entity/Q85133637,,NA,NA,NA,NA,NA,17092,
17093,http://www.wikidata.org/entity/Q85133769,,art-historian,NA,NA,NA,NA,17093,
17094,http://www.wikidata.org/entity/Q85133777,,NA,NA,sociology-of-culture,NA,NA,17094,
17095,http://www.wikidata.org/entity/Q85134006,,politician,NA,NA,NA,NA,17095,
17096,http://www.wikidata.org/entity/Q85134112,,NA,NA,NA,NA,NA,17096,
17097,http://www.wikidata.org/entity/Q85134193,,NA,NA,NA,NA,NA,17097,
17098,http://www.wikidata.org/entity/Q85134194,,NA,NA,NA,NA,NA,17098,
17099,http://www.wikidata.org/entity/Q85134198,,NA,NA,NA,NA,NA,17099,
17100,http://www.wikidata.org/entity/Q85134215,,NA,NA,NA,NA,NA,17100,
17101,http://www.wikidata.org/entity/Q85134221,,NA,NA,NA,NA,NA,17101,
17102,http://www.wikidata.org/entity/Q85134222,,NA,NA,NA,NA,NA,17102,
17103,http://www.wikidata.org/entity/Q85134233,,NA,NA,NA,NA,NA,17103,
17104,http://www.wikidata.org/entity/Q85134234,,NA,NA,NA,NA,NA,17104,
17105,http://www.wikidata.org/entity/Q85134373,,NA,NA,NA,NA,NA,17105,
17106,http://www.wikidata.org/entity/Q85134632,,NA,NA,NA,NA,NA,17106,
17107,http://www.wikidata.org/entity/Q85134770,,NA,NA,NA,NA,NA,17107,
17108,http://www.wikidata.org/entity/Q85173085,,NA,NA,NA,NA,NA,17108,
17109,http://www.wikidata.org/entity/Q85200781,,researcher,NA,NA,NA,NA,17109,
17110,http://www.wikidata.org/entity/Q85219094,,university-teacher,NA,sociology,NA,NA,17110,
17111,http://www.wikidata.org/entity/Q85261,,university-teacher,NA,journalism,non-fiction-literature,film-direction,17111,
17112,http://www.wikidata.org/entity/Q85264,,university-teacher,NA,military-history,NA,NA,17112,
17113,http://www.wikidata.org/entity/Q85302428,,university-teacher,NA,NA,NA,NA,17113,
17114,http://www.wikidata.org/entity/Q85369520,,university-teacher,NA,social-psychology,social-psychological-research,NA,17114,
17115,http://www.wikidata.org/entity/Q85394,,university-teacher,NA,NA,NA,NA,17115,
17116,http://www.wikidata.org/entity/Q85408042,,NA,NA,NA,NA,NA,17116,
17117,http://www.wikidata.org/entity/Q85408571,,linguist,NA,german-studies,linguistics,sociolinguistics,17117,
17118,http://www.wikidata.org/entity/Q85411113,,NA,NA,NA,NA,NA,17118,
17119,http://www.wikidata.org/entity/Q85411127,,NA,NA,NA,NA,NA,17119,
17120,http://www.wikidata.org/entity/Q85412339,,NA,NA,NA,NA,NA,17120,
17121,http://www.wikidata.org/entity/Q85415034,,university-teacher,NA,social-science,medical-sociology,social-medicine,17121,
17122,http://www.wikidata.org/entity/Q85424304,,university-teacher,NA,sociology,political-science,NA,17122,
17123,http://www.wikidata.org/entity/Q85431727,,NA,NA,NA,NA,NA,17123,
17124,http://www.wikidata.org/entity/Q85436116,,NA,NA,behavioral-sciences,NA,NA,17124,
17125,http://www.wikidata.org/entity/Q85453733,,NA,NA,NA,NA,NA,17125,
17126,http://www.wikidata.org/entity/Q85489375,,university-teacher,NA,NA,NA,NA,17126,
17127,http://www.wikidata.org/entity/Q85518580,,university-teacher,NA,NA,NA,NA,17127,
17128,http://www.wikidata.org/entity/Q85519125,,university-teacher,NA,islam,the-holocaust,secularism,17128,
17129,http://www.wikidata.org/entity/Q85521,,university-teacher,NA,sociology,NA,NA,17129,
17130,http://www.wikidata.org/entity/Q855250,,historian,NA,NA,NA,NA,17130,
17131,http://www.wikidata.org/entity/Q85541030,,writer,NA,NA,NA,NA,17131,
17132,http://www.wikidata.org/entity/Q85554,,writer,NA,NA,NA,NA,17132,
17133,http://www.wikidata.org/entity/Q856008,,historian,NA,sociology,history,journalism,17133,
17134,http://www.wikidata.org/entity/Q85631397,,university-teacher,NA,NA,NA,NA,17134,
17135,http://www.wikidata.org/entity/Q85631536,,statistician,NA,sociology,statistics,statistical-method,17135,
17136,http://www.wikidata.org/entity/Q85642319,,researcher,NA,sociology,criminology,NA,17136,
17137,http://www.wikidata.org/entity/Q85660177,,political-scientist,NA,NA,NA,NA,17137,
17138,http://www.wikidata.org/entity/Q85690066,,priest,NA,NA,NA,NA,17138,
17139,http://www.wikidata.org/entity/Q85738,,university-teacher,NA,sociology,economics,NA,17139,
17140,http://www.wikidata.org/entity/Q85772054,,NA,NA,sociology-of-religion,NA,NA,17140,
17141,http://www.wikidata.org/entity/Q85783,,politician,NA,NA,NA,NA,17141,
17142,http://www.wikidata.org/entity/Q85791344,,NA,NA,NA,NA,NA,17142,
17143,http://www.wikidata.org/entity/Q85797466,,psychologist,NA,NA,NA,NA,17143,
17144,http://www.wikidata.org/entity/Q85829689,,NA,NA,sociology,social-psychology,NA,17144,
17145,http://www.wikidata.org/entity/Q85850139,,historian,NA,NA,NA,NA,17145,
17146,http://www.wikidata.org/entity/Q85851609,,NA,NA,NA,NA,NA,17146,
17147,http://www.wikidata.org/entity/Q85852151,,NA,NA,NA,NA,NA,17147,
17148,http://www.wikidata.org/entity/Q85854469,,writer,NA,sociology,opinion-journalism,sport,17148,
17149,http://www.wikidata.org/entity/Q85855064,,NA,NA,NA,NA,NA,17149,
17150,http://www.wikidata.org/entity/Q85864381,,university-teacher,NA,philosophy,sociology-of-religion,sociology-of-education,17150,
17151,http://www.wikidata.org/entity/Q85866179,,jurist,NA,sociology,NA,NA,17151,
17152,http://www.wikidata.org/entity/Q85867631,,NA,NA,NA,NA,NA,17152,
17153,http://www.wikidata.org/entity/Q85868443,,politician,NA,NA,NA,NA,17153,
17154,http://www.wikidata.org/entity/Q85872558,,NA,NA,NA,NA,NA,17154,
17155,http://www.wikidata.org/entity/Q85981234,,poet,NA,NA,NA,NA,17155,
17156,http://www.wikidata.org/entity/Q85984127,,university-teacher,NA,sociology,philosophy,epistemology,17156,
17157,http://www.wikidata.org/entity/Q85985186,,psychologist,NA,NA,NA,NA,17157,
17158,http://www.wikidata.org/entity/Q85986557,,university-teacher,NA,NA,NA,NA,17158,
17159,http://www.wikidata.org/entity/Q85988354,,political-scientist,NA,sociology,political-science,national-minority,17159,
17160,http://www.wikidata.org/entity/Q85988774,,university-teacher,NA,NA,NA,NA,17160,
17161,http://www.wikidata.org/entity/Q85994691,,psychologist,NA,NA,NA,NA,17161,
17162,http://www.wikidata.org/entity/Q86004175,,NA,NA,sociology,NA,NA,17162,
17163,http://www.wikidata.org/entity/Q86036401,,NA,NA,NA,NA,NA,17163,
17164,http://www.wikidata.org/entity/Q862096,,university-teacher,NA,NA,NA,NA,17164,
17165,http://www.wikidata.org/entity/Q86246077,,university-teacher,NA,sociology,demography,human-migration,17165,
17166,http://www.wikidata.org/entity/Q86249308,,NA,NA,sociology,urban-sociology,rural-sociology,17166,
17167,http://www.wikidata.org/entity/Q86336600,,university-teacher,NA,sociology-of-sport,physical-education,philosophy-of-sport,17167,
17168,http://www.wikidata.org/entity/Q86336836,,NA,NA,NA,NA,NA,17168,
17169,http://www.wikidata.org/entity/Q86349852,,researcher,NA,NA,NA,NA,17169,
17170,http://www.wikidata.org/entity/Q86350251,,NA,NA,NA,NA,NA,17170,
17171,http://www.wikidata.org/entity/Q86352,,NA,NA,NA,NA,NA,17171,
17172,http://www.wikidata.org/entity/Q863858,,writer,NA,sociology,politics,literature,17172,
17173,http://www.wikidata.org/entity/Q86425444,,NA,NA,sociology,NA,NA,17173,
17174,http://www.wikidata.org/entity/Q86444689,,university-teacher,NA,sociology,historical-sociology,sociological-theory,17174,
17175,http://www.wikidata.org/entity/Q86451182,,university-teacher,NA,sociology,philosophy,history,17175,
17176,http://www.wikidata.org/entity/Q86460917,,women's-rights-activist,NA,NA,NA,NA,17176,
17177,http://www.wikidata.org/entity/Q86476667,,researcher,NA,NA,NA,NA,17177,
17178,http://www.wikidata.org/entity/Q86505019,,NA,NA,drug,NA,NA,17178,
17179,http://www.wikidata.org/entity/Q865201,,university-teacher,NA,social-welfare,NA,NA,17179,
17180,http://www.wikidata.org/entity/Q865223,,university-teacher,NA,sociology-of-work,family-policy,social-integration,17180,
17181,http://www.wikidata.org/entity/Q86630,,university-teacher,NA,NA,NA,NA,17181,
17182,http://www.wikidata.org/entity/Q86635,,university-teacher,NA,sociology,political-science,history,17182,
17183,http://www.wikidata.org/entity/Q86691525,,university-teacher,NA,social-science,economic-sociology,NA,17183,
17184,http://www.wikidata.org/entity/Q86700012,,university-teacher,NA,sociology,social-science,sociology-of-scientific-knowledge,17184,
17185,http://www.wikidata.org/entity/Q86748007,,politician,NA,sociology,political-science,philosophy,17185,
17186,http://www.wikidata.org/entity/Q86817255,,NA,NA,NA,NA,NA,17186,
17187,http://www.wikidata.org/entity/Q86829,,university-teacher,NA,NA,NA,NA,17187,
17188,http://www.wikidata.org/entity/Q86845,,university-teacher,NA,NA,NA,NA,17188,
17189,http://www.wikidata.org/entity/Q86882632,,researcher,NA,NA,NA,NA,17189,
17190,http://www.wikidata.org/entity/Q86887130,,university-teacher,NA,sociology,human-migration,citizenship,17190,
17191,http://www.wikidata.org/entity/Q86891186,,academic,NA,NA,NA,NA,17191,
17192,http://www.wikidata.org/entity/Q87014,,translator,NA,NA,NA,NA,17192,
17193,http://www.wikidata.org/entity/Q87018262,,researcher,NA,NA,NA,NA,17193,
17194,http://www.wikidata.org/entity/Q870408,,writer,NA,NA,NA,NA,17194,
17195,http://www.wikidata.org/entity/Q87092,,university-teacher,NA,NA,NA,NA,17195,
17196,http://www.wikidata.org/entity/Q87137,,writer,NA,NA,NA,NA,17196,
17197,http://www.wikidata.org/entity/Q87187642,,NA,NA,NA,NA,NA,17197,
17198,http://www.wikidata.org/entity/Q87190439,,NA,NA,NA,NA,NA,17198,
17199,http://www.wikidata.org/entity/Q87209,,politician,NA,NA,NA,NA,17199,
17200,http://www.wikidata.org/entity/Q87244825,,NA,NA,NA,NA,NA,17200,
17201,http://www.wikidata.org/entity/Q87262284,,researcher,NA,NA,NA,NA,17201,
17202,http://www.wikidata.org/entity/Q87270795,,NA,NA,NA,NA,NA,17202,
17203,http://www.wikidata.org/entity/Q87338232,,university-teacher,NA,NA,NA,NA,17203,
17204,http://www.wikidata.org/entity/Q87338248,,university-teacher,NA,NA,NA,NA,17204,
17205,http://www.wikidata.org/entity/Q87343784,,university-teacher,NA,sociology,social-research,historical-sociology,17205,
17206,http://www.wikidata.org/entity/Q87362188,,political-scientist,NA,NA,NA,NA,17206,
17207,http://www.wikidata.org/entity/Q87400380,,university-teacher,NA,NA,NA,NA,17207,
17208,http://www.wikidata.org/entity/Q87400383,,NA,NA,NA,NA,NA,17208,
17209,http://www.wikidata.org/entity/Q87400540,,NA,NA,NA,NA,NA,17209,
17210,http://www.wikidata.org/entity/Q87400830,,organist,NA,NA,NA,NA,17210,
17211,http://www.wikidata.org/entity/Q87401143,,NA,NA,NA,NA,NA,17211,
17212,http://www.wikidata.org/entity/Q87401229,,university-teacher,NA,NA,NA,NA,17212,
17213,http://www.wikidata.org/entity/Q87401243,,university-teacher,NA,NA,NA,NA,17213,
17214,http://www.wikidata.org/entity/Q87401264,,NA,NA,NA,NA,NA,17214,
17215,http://www.wikidata.org/entity/Q87407776,,librarian,NA,NA,NA,NA,17215,
17216,http://www.wikidata.org/entity/Q87409466,,university-teacher,NA,sociology,gender-studies,political-philosophy,17216,
17217,http://www.wikidata.org/entity/Q87422214,,politician,NA,NA,NA,NA,17217,
17218,http://www.wikidata.org/entity/Q87426661,,researcher,NA,NA,NA,NA,17218,
17219,http://www.wikidata.org/entity/Q87441906,,university-teacher,NA,NA,NA,NA,17219,
17220,http://www.wikidata.org/entity/Q87445440,,university-teacher,NA,NA,NA,NA,17220,
17221,http://www.wikidata.org/entity/Q87445442,,university-teacher,NA,sociology,mass-media,cultural-studies,17221,
17222,http://www.wikidata.org/entity/Q87460668,,NA,NA,NA,NA,NA,17222,
17223,http://www.wikidata.org/entity/Q87485421,,university-teacher,NA,sociology-of-law,sharing-economy,employment-discrimination,17223,
17224,http://www.wikidata.org/entity/Q87491070,,politician,NA,NA,NA,NA,17224,
17225,http://www.wikidata.org/entity/Q87598257,,researcher,NA,NA,NA,NA,17225,
17226,http://www.wikidata.org/entity/Q87617118,,researcher,NA,NA,NA,NA,17226,
17227,http://www.wikidata.org/entity/Q87644186,,university-teacher,NA,sociology-of-health-service,dementia,NA,17227,
17228,http://www.wikidata.org/entity/Q8772477,,university-teacher,NA,sociology,political-science,national-identity,17228,
17229,http://www.wikidata.org/entity/Q87735539,,university-teacher,NA,sociology,psychology,public-health,17229,
17230,http://www.wikidata.org/entity/Q87739444,,university-teacher,NA,sociology,gender,feminism,17230,
17231,http://www.wikidata.org/entity/Q87740082,,NA,NA,NA,NA,NA,17231,
17232,http://www.wikidata.org/entity/Q87742714,,NA,NA,NA,NA,NA,17232,
17233,http://www.wikidata.org/entity/Q87750580,,political-scientist,NA,NA,NA,NA,17233,
17234,http://www.wikidata.org/entity/Q8775586,,journalist,NA,NA,NA,NA,17234,
17235,http://www.wikidata.org/entity/Q87767,,university-teacher,NA,NA,NA,NA,17235,
17236,http://www.wikidata.org/entity/Q87769198,,NA,NA,NA,NA,NA,17236,
17237,http://www.wikidata.org/entity/Q87820,,university-teacher,NA,economics,NA,NA,17237,
17238,http://www.wikidata.org/entity/Q87846,,opinion-journalist,NA,NA,NA,NA,17238,
17239,http://www.wikidata.org/entity/Q87892306,,NA,NA,NA,NA,NA,17239,
17240,http://www.wikidata.org/entity/Q87929220,,NA,NA,NA,NA,NA,17240,
17241,http://www.wikidata.org/entity/Q87990984,,NA,NA,NA,NA,NA,17241,
17242,http://www.wikidata.org/entity/Q88009422,,researcher,NA,pedagogy,NA,NA,17242,
17243,http://www.wikidata.org/entity/Q88019354,,university-teacher,NA,NA,NA,NA,17243,
17244,http://www.wikidata.org/entity/Q88026,,historian,NA,NA,NA,NA,17244,
17245,http://www.wikidata.org/entity/Q88071002,,researcher,NA,NA,NA,NA,17245,
17246,http://www.wikidata.org/entity/Q88078369,,academic,NA,NA,NA,NA,17246,
17247,http://www.wikidata.org/entity/Q88091349,,university-teacher,NA,sociology,NA,NA,17247,
17248,http://www.wikidata.org/entity/Q88124035,,researcher,NA,sociology,anthropology,NA,17248,
17249,http://www.wikidata.org/entity/Q88176302,,university-teacher,NA,sociology,social-research,sociology-of-work,17249,
17250,http://www.wikidata.org/entity/Q88189654,,demographer,NA,historical-demography,NA,NA,17250,
17251,http://www.wikidata.org/entity/Q88191493,,politician,NA,NA,NA,NA,17251,
17252,http://www.wikidata.org/entity/Q88198375,,political-scientist,NA,NA,NA,NA,17252,
17253,http://www.wikidata.org/entity/Q88208587,,university-teacher,NA,NA,NA,NA,17253,
17254,http://www.wikidata.org/entity/Q88210040,,university-teacher,NA,NA,NA,NA,17254,
17255,http://www.wikidata.org/entity/Q88293902,,university-teacher,NA,NA,NA,NA,17255,
17256,http://www.wikidata.org/entity/Q88294042,,university-teacher,NA,sociology,anthropology,NA,17256,
17257,http://www.wikidata.org/entity/Q88322416,,university-teacher,NA,NA,NA,NA,17257,
17258,http://www.wikidata.org/entity/Q88328282,,anglican-priest,NA,NA,NA,NA,17258,
17259,http://www.wikidata.org/entity/Q88340566,,university-teacher,NA,sociology,anthropology,social-inequality,17259,
17260,http://www.wikidata.org/entity/Q88382,,university-teacher,NA,NA,NA,NA,17260,
17261,http://www.wikidata.org/entity/Q88396078,,political-scientist,NA,NA,NA,NA,17261,
17262,http://www.wikidata.org/entity/Q88427,,politician,NA,sociology,philosophy,history,17262,
17263,http://www.wikidata.org/entity/Q88460217,,university-teacher,NA,sociology,history,NA,17263,
17264,http://www.wikidata.org/entity/Q88462843,,university-teacher,NA,NA,NA,NA,17264,
17265,http://www.wikidata.org/entity/Q88484329,,university-teacher,NA,sociology,sociology-of-culture,ethnography,17265,
17266,http://www.wikidata.org/entity/Q88490936,,physician,NA,NA,NA,NA,17266,
17267,http://www.wikidata.org/entity/Q88501709,,NA,NA,NA,NA,NA,17267,
17268,http://www.wikidata.org/entity/Q88557841,,university-teacher,NA,sociology,nursing,health-administration,17268,
17269,http://www.wikidata.org/entity/Q88561991,,university-teacher,NA,sociology,political-science,history,17269,
17270,http://www.wikidata.org/entity/Q88566806,,NA,NA,rural-sociology,agricultural-economics,thai-studies,17270,
17271,http://www.wikidata.org/entity/Q88580987,,university-teacher,NA,social-anthropology,ethnicity,ethnic-relations,17271,
17272,http://www.wikidata.org/entity/Q8864951,,NA,NA,NA,NA,NA,17272,
17273,http://www.wikidata.org/entity/Q88654,,university-teacher,NA,NA,NA,NA,17273,
17274,http://www.wikidata.org/entity/Q88663092,,gerontologist,NA,sociology,NA,NA,17274,
17275,http://www.wikidata.org/entity/Q88717165,,researcher,NA,NA,NA,NA,17275,
17276,http://www.wikidata.org/entity/Q88722418,,NA,NA,NA,NA,NA,17276,
17277,http://www.wikidata.org/entity/Q88738058,,researcher,NA,social-epidemiology,NA,NA,17277,
17278,http://www.wikidata.org/entity/Q88791225,,university-teacher,NA,sociology,NA,NA,17278,
17279,http://www.wikidata.org/entity/Q88795564,,university-teacher,NA,medical-sociology,social-interaction,conversation-analysis,17279,
17280,http://www.wikidata.org/entity/Q888009,,university-teacher,NA,NA,NA,NA,17280,
17281,http://www.wikidata.org/entity/Q88850823,,NA,NA,NA,NA,NA,17281,
17282,http://www.wikidata.org/entity/Q88859362,,NA,NA,NA,NA,NA,17282,
17283,http://www.wikidata.org/entity/Q88878,,university-teacher,NA,NA,NA,NA,17283,
17284,http://www.wikidata.org/entity/Q88883115,,NA,NA,NA,NA,NA,17284,
17285,http://www.wikidata.org/entity/Q88896328,,university-teacher,NA,sociology,disaster,crisis-situation,17285,
17286,http://www.wikidata.org/entity/Q88967,,writer,NA,NA,NA,NA,17286,
