"pk_person_features","person_uri","occupation_sec1","coded_employer"
10359,http://www.wikidata.org/entity/Q21163383,university-teacher,organization
10362,http://www.wikidata.org/entity/Q21176397,geographer,education
10364,http://www.wikidata.org/entity/Q211771,politician,publisher
10365,http://www.wikidata.org/entity/Q21192233,university-teacher,education
10367,http://www.wikidata.org/entity/Q21207265,university-teacher,publisher
10368,http://www.wikidata.org/entity/Q21257719,university-teacher,publisher
10370,http://www.wikidata.org/entity/Q21258453,university-teacher,university
10372,http://www.wikidata.org/entity/Q21264067,professor,education
10373,http://www.wikidata.org/entity/Q21264298,university-teacher,publisher
10374,http://www.wikidata.org/entity/Q21264644,university-teacher,education
10375,http://www.wikidata.org/entity/Q21264662,university-teacher,agency
10376,http://www.wikidata.org/entity/Q21272292,university-teacher,publisher
10377,http://www.wikidata.org/entity/Q2128059,university-teacher,publisher
10378,http://www.wikidata.org/entity/Q2128084,university-teacher,institute
10380,http://www.wikidata.org/entity/Q21282147,politician,university
10381,http://www.wikidata.org/entity/Q2128275,university-teacher,institute
10383,http://www.wikidata.org/entity/Q2128349,university-teacher,education
10386,http://www.wikidata.org/entity/Q21288053,university-teacher,education
10390,http://www.wikidata.org/entity/Q2129632,university-teacher,education
10391,http://www.wikidata.org/entity/Q212993,university-teacher,education
10393,http://www.wikidata.org/entity/Q2134762,university-teacher,organization
10394,http://www.wikidata.org/entity/Q213652,university-teacher,education
10395,http://www.wikidata.org/entity/Q2138050,university-teacher,publisher
10396,http://www.wikidata.org/entity/Q213909,university-teacher,university
10397,http://www.wikidata.org/entity/Q21392115,scientist,institute
10399,http://www.wikidata.org/entity/Q21402726,university-teacher,education
10401,http://www.wikidata.org/entity/Q2140428,university-teacher,university
10402,http://www.wikidata.org/entity/Q2140590,university-teacher,publisher
10404,http://www.wikidata.org/entity/Q2140800,university-teacher,university
10406,http://www.wikidata.org/entity/Q2141255,university-teacher,university
10407,http://www.wikidata.org/entity/Q2141401,university-teacher,publisher
10408,http://www.wikidata.org/entity/Q214256,university-teacher,agency
10409,http://www.wikidata.org/entity/Q2143451,university-teacher,organization
10410,http://www.wikidata.org/entity/Q2143487,university-teacher,university
10411,http://www.wikidata.org/entity/Q2144773,university-teacher,university
10412,http://www.wikidata.org/entity/Q2144933,university-teacher,newspaper
10413,http://www.wikidata.org/entity/Q21451382,university-teacher,organization
10414,http://www.wikidata.org/entity/Q214676,university-teacher,college
10418,http://www.wikidata.org/entity/Q214958,university-teacher,education
10419,http://www.wikidata.org/entity/Q2150038,university-teacher,education
10420,http://www.wikidata.org/entity/Q2150248,university-teacher,publisher
10421,http://www.wikidata.org/entity/Q215031,university-teacher,education
10422,http://www.wikidata.org/entity/Q215046,university-teacher,agency
10426,http://www.wikidata.org/entity/Q21513544,university-teacher,university
10427,http://www.wikidata.org/entity/Q215139,university-teacher,education
10429,http://www.wikidata.org/entity/Q215178,university-teacher,agency
10430,http://www.wikidata.org/entity/Q21517986,university-teacher,education
10431,http://www.wikidata.org/entity/Q21526412,university-teacher,education
10437,http://www.wikidata.org/entity/Q21539727,academic,publisher
10438,http://www.wikidata.org/entity/Q21541858,university-teacher,publisher
10444,http://www.wikidata.org/entity/Q21543259,university-teacher,university
10445,http://www.wikidata.org/entity/Q2154641,university-teacher,publisher
10446,http://www.wikidata.org/entity/Q21551908,university-teacher,university
10447,http://www.wikidata.org/entity/Q21551990,university-teacher,university
10448,http://www.wikidata.org/entity/Q2156108,university-teacher,university
10449,http://www.wikidata.org/entity/Q215656,university-teacher,organization
10450,http://www.wikidata.org/entity/Q2156770,university-teacher,education
10451,http://www.wikidata.org/entity/Q21569204,documentary-filmmaker,enterprise
10452,http://www.wikidata.org/entity/Q2156939,university-teacher,university
10453,http://www.wikidata.org/entity/Q21570412,researcher,university
10454,http://www.wikidata.org/entity/Q2157155,university-teacher,education
10459,http://www.wikidata.org/entity/Q215779,politician,university
10460,http://www.wikidata.org/entity/Q21583285,university-teacher,education
10461,http://www.wikidata.org/entity/Q215834,university-teacher,education
10462,http://www.wikidata.org/entity/Q215896,university-teacher,agency
10464,http://www.wikidata.org/entity/Q2159863,university-teacher,education
10465,http://www.wikidata.org/entity/Q21601054,university-teacher,education
10467,http://www.wikidata.org/entity/Q2160788,university-teacher,university
10468,http://www.wikidata.org/entity/Q21612538,university-teacher,education
10470,http://www.wikidata.org/entity/Q21624067,university-teacher,publisher
10471,http://www.wikidata.org/entity/Q2162673,university-teacher,education
10472,http://www.wikidata.org/entity/Q2162719,university-teacher,university
10474,http://www.wikidata.org/entity/Q2163390,university-teacher,agency
10477,http://www.wikidata.org/entity/Q2163802,university-teacher,publisher
10479,http://www.wikidata.org/entity/Q21644215,writer,academy
10485,http://www.wikidata.org/entity/Q2165623,university-teacher,institute
10486,http://www.wikidata.org/entity/Q2165653,university-teacher,education
10488,http://www.wikidata.org/entity/Q21664057,university-teacher,education
10491,http://www.wikidata.org/entity/Q2166751,university-teacher,education
10492,http://www.wikidata.org/entity/Q2166894,university-teacher,university
10493,http://www.wikidata.org/entity/Q21683814,historian,education
10510,http://www.wikidata.org/entity/Q2170766,docent,education
10511,http://www.wikidata.org/entity/Q21715510,university-teacher,education
10512,http://www.wikidata.org/entity/Q2172123,university-teacher,university
10513,http://www.wikidata.org/entity/Q2173270,university-teacher,education
10514,http://www.wikidata.org/entity/Q2173895,university-teacher,publisher
10515,http://www.wikidata.org/entity/Q2173903,university-teacher,university
10518,http://www.wikidata.org/entity/Q2177712,university-teacher,publisher
10521,http://www.wikidata.org/entity/Q21811399,university-teacher,publisher
10528,http://www.wikidata.org/entity/Q21872221,university-teacher,organization
10529,http://www.wikidata.org/entity/Q21884175,social-scientist,institute
10531,http://www.wikidata.org/entity/Q2190544,university-teacher,organization
10535,http://www.wikidata.org/entity/Q219368,university-teacher,education
10538,http://www.wikidata.org/entity/Q21953084,university-teacher,school
10539,http://www.wikidata.org/entity/Q21964902,writer,education
10541,http://www.wikidata.org/entity/Q21997121,historian,college
10542,http://www.wikidata.org/entity/Q220008,university-teacher,education
10543,http://www.wikidata.org/entity/Q22001820,university-teacher,institute
10545,http://www.wikidata.org/entity/Q22003285,researcher,publisher
10548,http://www.wikidata.org/entity/Q22005671,university-teacher,university
10549,http://www.wikidata.org/entity/Q22006773,university-teacher,education
10550,http://www.wikidata.org/entity/Q2202147,literary-critic,education
10551,http://www.wikidata.org/entity/Q220269,university-teacher,publisher
10555,http://www.wikidata.org/entity/Q22069301,university-teacher,organization
10558,http://www.wikidata.org/entity/Q22095876,epidemiologist,school
10559,http://www.wikidata.org/entity/Q22095898,university-teacher,education
10561,http://www.wikidata.org/entity/Q22096471,university-teacher,education
10562,http://www.wikidata.org/entity/Q22096670,university-teacher,publisher
10563,http://www.wikidata.org/entity/Q22097377,university-teacher,university
10565,http://www.wikidata.org/entity/Q22102114,university-teacher,education
10572,http://www.wikidata.org/entity/Q22133181,historian,organization
10574,http://www.wikidata.org/entity/Q2217894,university-teacher,education
10581,http://www.wikidata.org/entity/Q22249280,anthropologist,publisher
10582,http://www.wikidata.org/entity/Q2225588,university-teacher,institute
10583,http://www.wikidata.org/entity/Q2227382,university-teacher,university
10586,http://www.wikidata.org/entity/Q22278218,writer,facility
10588,http://www.wikidata.org/entity/Q22279267,university-teacher,other
10589,http://www.wikidata.org/entity/Q22298484,ethicist,university
10594,http://www.wikidata.org/entity/Q22349204,professor,education
10597,http://www.wikidata.org/entity/Q22367193,university-teacher,education
10598,http://www.wikidata.org/entity/Q22386384,university-teacher,education
10601,http://www.wikidata.org/entity/Q22442868,professor,education
10602,http://www.wikidata.org/entity/Q22442870,university-teacher,education
10603,http://www.wikidata.org/entity/Q22442889,university-teacher,education
10607,http://www.wikidata.org/entity/Q22443140,university-teacher,education
10608,http://www.wikidata.org/entity/Q22443207,university-teacher,education
10613,http://www.wikidata.org/entity/Q2256450,university-teacher,university
10615,http://www.wikidata.org/entity/Q2261953,university-teacher,education
10616,http://www.wikidata.org/entity/Q2263060,university-teacher,university
10617,http://www.wikidata.org/entity/Q22666021,university-teacher,education
10620,http://www.wikidata.org/entity/Q2267452,university-teacher,organization
10621,http://www.wikidata.org/entity/Q22679512,university-teacher,school
10625,http://www.wikidata.org/entity/Q22695633,economist,university
10628,http://www.wikidata.org/entity/Q2269923,psychologist,institute
10631,http://www.wikidata.org/entity/Q2277864,university-teacher,education
10632,http://www.wikidata.org/entity/Q2278220,university-teacher,publisher
10633,http://www.wikidata.org/entity/Q2281031,university-teacher,publisher
10634,http://www.wikidata.org/entity/Q22813241,computer-scientist,education
10636,http://www.wikidata.org/entity/Q2283543,university-teacher,university
10637,http://www.wikidata.org/entity/Q2284731,university-teacher,publisher
10638,http://www.wikidata.org/entity/Q2285246,trade-unionist,institute
10641,http://www.wikidata.org/entity/Q2289806,university-teacher,university
10646,http://www.wikidata.org/entity/Q2293023,university-teacher,education
10648,http://www.wikidata.org/entity/Q2293713,university-teacher,organization
10649,http://www.wikidata.org/entity/Q2293866,university-teacher,university
10650,http://www.wikidata.org/entity/Q2294066,university-teacher,publisher
10652,http://www.wikidata.org/entity/Q229520,university-teacher,organization
10654,http://www.wikidata.org/entity/Q2296654,politician,university
10655,http://www.wikidata.org/entity/Q2298313,university-teacher,education
10657,http://www.wikidata.org/entity/Q23001474,university-teacher,university
10659,http://www.wikidata.org/entity/Q23006292,university-teacher,university
10660,http://www.wikidata.org/entity/Q23010280,researcher,publisher
10661,http://www.wikidata.org/entity/Q23011316,anthropologist,education
10662,http://www.wikidata.org/entity/Q23014827,university-teacher,education
10663,http://www.wikidata.org/entity/Q23014907,university-teacher,education
10664,http://www.wikidata.org/entity/Q23016834,professor,education
10668,http://www.wikidata.org/entity/Q23039859,psychometrist,institute
10675,http://www.wikidata.org/entity/Q23043548,university-teacher,publisher
10677,http://www.wikidata.org/entity/Q230578,writer,education
10678,http://www.wikidata.org/entity/Q23059395,university-teacher,education
10683,http://www.wikidata.org/entity/Q23062633,librarian,publisher
10685,http://www.wikidata.org/entity/Q23065401,university-teacher,university
10686,http://www.wikidata.org/entity/Q23071873,university-teacher,publisher
10688,http://www.wikidata.org/entity/Q23091468,university-teacher,college
10689,http://www.wikidata.org/entity/Q23091920,university-teacher,education
10692,http://www.wikidata.org/entity/Q231349,anthropologist,education
10695,http://www.wikidata.org/entity/Q2325491,university-teacher,education
10698,http://www.wikidata.org/entity/Q23296493,university-teacher,publisher
10703,http://www.wikidata.org/entity/Q23303136,university-teacher,education
10704,http://www.wikidata.org/entity/Q23304500,university-teacher,publisher
10707,http://www.wikidata.org/entity/Q2335595,political-scientist,education
10708,http://www.wikidata.org/entity/Q2336155,university-teacher,university
10709,http://www.wikidata.org/entity/Q2336570,university-teacher,publisher
10710,http://www.wikidata.org/entity/Q2336950,university-teacher,publisher
10711,http://www.wikidata.org/entity/Q2337174,university-teacher,university
10712,http://www.wikidata.org/entity/Q2338687,university-teacher,organization
10713,http://www.wikidata.org/entity/Q2339288,university-teacher,education
10716,http://www.wikidata.org/entity/Q2341229,author,education
10717,http://www.wikidata.org/entity/Q234335,writer,other
10718,http://www.wikidata.org/entity/Q2343535,university-teacher,organization
10723,http://www.wikidata.org/entity/Q2346981,university-teacher,education
10724,http://www.wikidata.org/entity/Q2346989,university-teacher,education
10725,http://www.wikidata.org/entity/Q2347881,university-teacher,education
10728,http://www.wikidata.org/entity/Q235125,university-teacher,education
10736,http://www.wikidata.org/entity/Q23654945,economist,institution
10737,http://www.wikidata.org/entity/Q23656651,university-teacher,academy
10742,http://www.wikidata.org/entity/Q2367468,anthropologist,education
10743,http://www.wikidata.org/entity/Q23682004,writer,publisher
10744,http://www.wikidata.org/entity/Q23682282,university-teacher,organization
10745,http://www.wikidata.org/entity/Q23682321,writer,education
10746,http://www.wikidata.org/entity/Q23682374,researcher,education
10747,http://www.wikidata.org/entity/Q2368950,university-teacher,education
10748,http://www.wikidata.org/entity/Q2369299,university-teacher,education
10752,http://www.wikidata.org/entity/Q2370158,university-teacher,education
10753,http://www.wikidata.org/entity/Q23710546,university-teacher,publisher
10754,http://www.wikidata.org/entity/Q2371291,university-teacher,agency
10755,http://www.wikidata.org/entity/Q2371473,university-teacher,education
10758,http://www.wikidata.org/entity/Q2373527,university-teacher,university
10761,http://www.wikidata.org/entity/Q23759736,university-teacher,education
10766,http://www.wikidata.org/entity/Q2377908,politician,publisher
10769,http://www.wikidata.org/entity/Q23809743,university-teacher,education
10770,http://www.wikidata.org/entity/Q23809832,university-teacher,university
10772,http://www.wikidata.org/entity/Q23817156,university-teacher,publisher
10773,http://www.wikidata.org/entity/Q2382686,politician,university
10778,http://www.wikidata.org/entity/Q23835912,university-teacher,publisher
10779,http://www.wikidata.org/entity/Q23836109,philosopher,publisher
10781,http://www.wikidata.org/entity/Q2384045,university-teacher,university
10785,http://www.wikidata.org/entity/Q2384852,economist,publisher
10788,http://www.wikidata.org/entity/Q2387448,university-teacher,publisher
10790,http://www.wikidata.org/entity/Q2387824,university-teacher,publisher
10792,http://www.wikidata.org/entity/Q23881744,criminologist,university
10793,http://www.wikidata.org/entity/Q23883364,philosopher,education
10794,http://www.wikidata.org/entity/Q23884009,writer,education
10795,http://www.wikidata.org/entity/Q23890217,university-teacher,university
10801,http://www.wikidata.org/entity/Q2390370,university-teacher,publisher
10810,http://www.wikidata.org/entity/Q23926331,teacher,university
10812,http://www.wikidata.org/entity/Q23936531,politician,publisher
10813,http://www.wikidata.org/entity/Q239419,university-teacher,education
10823,http://www.wikidata.org/entity/Q23950507,anthropologist,organization
10825,http://www.wikidata.org/entity/Q2398132,philosopher,university
10829,http://www.wikidata.org/entity/Q24008015,political-scientist,university
10835,http://www.wikidata.org/entity/Q2403577,anthropologist,university
10840,http://www.wikidata.org/entity/Q24045851,university-teacher,publisher
10841,http://www.wikidata.org/entity/Q24050044,university-teacher,institute
10842,http://www.wikidata.org/entity/Q24054887,university-teacher,publisher
10843,http://www.wikidata.org/entity/Q24055308,university-teacher,education
10845,http://www.wikidata.org/entity/Q24056007,university-teacher,education
10846,http://www.wikidata.org/entity/Q2406653,politician,institute
10852,http://www.wikidata.org/entity/Q2409677,journalist,institute
10854,http://www.wikidata.org/entity/Q241199,political-scientist,education
10856,http://www.wikidata.org/entity/Q2414827,university-teacher,organization
10858,http://www.wikidata.org/entity/Q2416978,university-teacher,publisher
10859,http://www.wikidata.org/entity/Q2417965,university-teacher,agency
10860,http://www.wikidata.org/entity/Q2418606,university-teacher,education
10861,http://www.wikidata.org/entity/Q2418627,university-teacher,education
10862,http://www.wikidata.org/entity/Q24189009,writer,education
10863,http://www.wikidata.org/entity/Q2419536,university-teacher,publisher
10868,http://www.wikidata.org/entity/Q242376,university-teacher,publisher
10869,http://www.wikidata.org/entity/Q2423787,university-teacher,publisher
10872,http://www.wikidata.org/entity/Q24248319,university-teacher,education
10877,http://www.wikidata.org/entity/Q2425565,university-teacher,agency
10879,http://www.wikidata.org/entity/Q2425836,university-teacher,institute
10880,http://www.wikidata.org/entity/Q24260015,researcher,education
10884,http://www.wikidata.org/entity/Q2427202,university-teacher,publisher
10886,http://www.wikidata.org/entity/Q24285900,historian,university
10892,http://www.wikidata.org/entity/Q24291868,university-teacher,publisher
10893,http://www.wikidata.org/entity/Q2429592,writer,publisher
10895,http://www.wikidata.org/entity/Q24351957,scientist,organization
10899,http://www.wikidata.org/entity/Q2438434,university-teacher,education
10900,http://www.wikidata.org/entity/Q2439570,university-teacher,education
10901,http://www.wikidata.org/entity/Q2440014,researcher,publisher
10902,http://www.wikidata.org/entity/Q2440796,anthropologist,education
10903,http://www.wikidata.org/entity/Q24416292,economist,education
10905,http://www.wikidata.org/entity/Q24427782,psychologist,college
10908,http://www.wikidata.org/entity/Q24430711,economist,publisher
10911,http://www.wikidata.org/entity/Q24431488,university-teacher,university
10912,http://www.wikidata.org/entity/Q2443702,university-teacher,publisher
10913,http://www.wikidata.org/entity/Q2446531,writer,education
10914,http://www.wikidata.org/entity/Q2448266,university-teacher,institute
10917,http://www.wikidata.org/entity/Q2452752,university-teacher,education
10920,http://www.wikidata.org/entity/Q24546274,draughts-player,university
10922,http://www.wikidata.org/entity/Q24565808,criminologist,university
10924,http://www.wikidata.org/entity/Q2456726,university-teacher,agency
10927,http://www.wikidata.org/entity/Q245800,politician,publisher
10928,http://www.wikidata.org/entity/Q2458224,university-teacher,publisher
10931,http://www.wikidata.org/entity/Q24642247,university-teacher,education
10933,http://www.wikidata.org/entity/Q2468158,university-teacher,organization
10935,http://www.wikidata.org/entity/Q24690412,university-teacher,publisher
10936,http://www.wikidata.org/entity/Q2469055,university-teacher,education
10939,http://www.wikidata.org/entity/Q24695428,university-teacher,education
10940,http://www.wikidata.org/entity/Q24703507,politician,organization
10942,http://www.wikidata.org/entity/Q24716707,educator,university
10943,http://www.wikidata.org/entity/Q2473337,university-teacher,university
10944,http://www.wikidata.org/entity/Q2473612,university-teacher,publisher
10945,http://www.wikidata.org/entity/Q2474825,university-teacher,publisher
10946,http://www.wikidata.org/entity/Q2474916,university-teacher,university
10947,http://www.wikidata.org/entity/Q2475630,university-teacher,publisher
10948,http://www.wikidata.org/entity/Q2475667,journalist,other
10949,http://www.wikidata.org/entity/Q2476812,university-teacher,university
10950,http://www.wikidata.org/entity/Q2477193,university-teacher,institute
10952,http://www.wikidata.org/entity/Q24817280,university-teacher,university
10959,http://www.wikidata.org/entity/Q2484549,pedagogue,organization
10961,http://www.wikidata.org/entity/Q24852186,university-teacher,university
10962,http://www.wikidata.org/entity/Q248558,university-teacher,education
10966,http://www.wikidata.org/entity/Q2488041,university-teacher,education
10968,http://www.wikidata.org/entity/Q24929506,psychologist,publisher
10974,http://www.wikidata.org/entity/Q24950966,university-teacher,education
10979,http://www.wikidata.org/entity/Q2501814,university-teacher,university
10982,http://www.wikidata.org/entity/Q2502980,university-teacher,agency
10984,http://www.wikidata.org/entity/Q2512361,university-teacher,organization
10985,http://www.wikidata.org/entity/Q2512445,university-teacher,education
10986,http://www.wikidata.org/entity/Q251282,university-teacher,education
10989,http://www.wikidata.org/entity/Q2516728,politician,organization
10990,http://www.wikidata.org/entity/Q2517502,university-teacher,publisher
10992,http://www.wikidata.org/entity/Q25189761,researcher,education
10993,http://www.wikidata.org/entity/Q2519220,university-teacher,publisher
10994,http://www.wikidata.org/entity/Q25209645,researcher,education
10995,http://www.wikidata.org/entity/Q25214228,university-teacher,publisher
10997,http://www.wikidata.org/entity/Q2524412,university-teacher,publisher
11000,http://www.wikidata.org/entity/Q2528746,university-teacher,publisher
11001,http://www.wikidata.org/entity/Q2529253,university-teacher,education
11002,http://www.wikidata.org/entity/Q2530910,university-teacher,institute
11003,http://www.wikidata.org/entity/Q253407,university-teacher,education
11005,http://www.wikidata.org/entity/Q25352378,university-teacher,education
11006,http://www.wikidata.org/entity/Q25376474,scientist,university
11012,http://www.wikidata.org/entity/Q2542199,university-teacher,education
11014,http://www.wikidata.org/entity/Q25428369,professor,university
11020,http://www.wikidata.org/entity/Q2544507,university-teacher,education
11021,http://www.wikidata.org/entity/Q254478,writer,education
11022,http://www.wikidata.org/entity/Q2544804,university-teacher,organization
11023,http://www.wikidata.org/entity/Q2545268,university-teacher,university
11025,http://www.wikidata.org/entity/Q2546032,university-teacher,publisher
11026,http://www.wikidata.org/entity/Q25460937,university-teacher,publisher
11027,http://www.wikidata.org/entity/Q2546101,university-teacher,university
11029,http://www.wikidata.org/entity/Q25461299,university-teacher,university
11032,http://www.wikidata.org/entity/Q2546305,university-teacher,university
11034,http://www.wikidata.org/entity/Q2546459,university-teacher,agency
11042,http://www.wikidata.org/entity/Q2551919,psychologist,education
11044,http://www.wikidata.org/entity/Q25536440,university-teacher,school
11046,http://www.wikidata.org/entity/Q2554664,political-scientist,education
11047,http://www.wikidata.org/entity/Q25550620,university-teacher,university
11050,http://www.wikidata.org/entity/Q2558727,anthropologist,publisher
11052,http://www.wikidata.org/entity/Q25591211,scientist,publisher
11056,http://www.wikidata.org/entity/Q2561223,university-teacher,publisher
11057,http://www.wikidata.org/entity/Q2561227,university-teacher,university
11058,http://www.wikidata.org/entity/Q25614772,psychologist,education
11059,http://www.wikidata.org/entity/Q2561528,university-teacher,university
11060,http://www.wikidata.org/entity/Q2561984,university-teacher,organization
11061,http://www.wikidata.org/entity/Q2562961,university-teacher,organization
11062,http://www.wikidata.org/entity/Q2563950,university-teacher,institute
11063,http://www.wikidata.org/entity/Q25649,writer,organization
11065,http://www.wikidata.org/entity/Q2568666,university-teacher,publisher
11066,http://www.wikidata.org/entity/Q2570134,university-teacher,education
11069,http://www.wikidata.org/entity/Q2571178,university-teacher,institute
11071,http://www.wikidata.org/entity/Q2575507,university-teacher,publisher
11073,http://www.wikidata.org/entity/Q2576683,university-teacher,institute
11074,http://www.wikidata.org/entity/Q2576756,writer,education
11075,http://www.wikidata.org/entity/Q2581404,university-teacher,education
11076,http://www.wikidata.org/entity/Q25820510,university-teacher,university
11077,http://www.wikidata.org/entity/Q2582212,university-teacher,university
11079,http://www.wikidata.org/entity/Q2584316,university-teacher,organization
11081,http://www.wikidata.org/entity/Q2589111,university-teacher,university
11082,http://www.wikidata.org/entity/Q2589201,university-teacher,publisher
11083,http://www.wikidata.org/entity/Q2589534,university-teacher,school
11086,http://www.wikidata.org/entity/Q2590296,university-teacher,publisher
11087,http://www.wikidata.org/entity/Q2590392,university-teacher,publisher
11088,http://www.wikidata.org/entity/Q2590472,university-teacher,publisher
11089,http://www.wikidata.org/entity/Q2590485,university-teacher,organization
11091,http://www.wikidata.org/entity/Q25909439,university-teacher,education
11092,http://www.wikidata.org/entity/Q2591204,university-teacher,publisher
11093,http://www.wikidata.org/entity/Q2591531,university-teacher,education
11095,http://www.wikidata.org/entity/Q2591819,university-teacher,publisher
11096,http://www.wikidata.org/entity/Q2591866,university-teacher,publisher
11097,http://www.wikidata.org/entity/Q2592024,university-teacher,university
11098,http://www.wikidata.org/entity/Q2592176,university-teacher,university
11103,http://www.wikidata.org/entity/Q2594771,university-teacher,university
11108,http://www.wikidata.org/entity/Q26025045,university-teacher,institute
11111,http://www.wikidata.org/entity/Q26059307,writer,publisher
11112,http://www.wikidata.org/entity/Q261112,university-teacher,agency
11114,http://www.wikidata.org/entity/Q26178986,political-scientist,publisher
11115,http://www.wikidata.org/entity/Q2618597,political-scientist,university
11118,http://www.wikidata.org/entity/Q2621509,university-teacher,organization
11119,http://www.wikidata.org/entity/Q26216079,political-scientist,education
11123,http://www.wikidata.org/entity/Q26240111,university-teacher,university
11125,http://www.wikidata.org/entity/Q26251562,university-teacher,education
11126,http://www.wikidata.org/entity/Q26251866,university-teacher,education
11128,http://www.wikidata.org/entity/Q26255424,university-teacher,publisher
11129,http://www.wikidata.org/entity/Q26255514,university-teacher,institute
11130,http://www.wikidata.org/entity/Q262628,historian,publisher
11131,http://www.wikidata.org/entity/Q26265655,university-teacher,university
11133,http://www.wikidata.org/entity/Q2633741,blogger,publisher
11134,http://www.wikidata.org/entity/Q2634091,journalist,education
11136,http://www.wikidata.org/entity/Q263531,university-teacher,education
11137,http://www.wikidata.org/entity/Q26365083,professor,education
11138,http://www.wikidata.org/entity/Q2636685,university-teacher,education
11139,http://www.wikidata.org/entity/Q263681,university-teacher,education
11140,http://www.wikidata.org/entity/Q2638216,university-teacher,education
11141,http://www.wikidata.org/entity/Q2638731,university-teacher,education
11145,http://www.wikidata.org/entity/Q2643009,university-teacher,publisher
11146,http://www.wikidata.org/entity/Q26433905,writer,publisher
11147,http://www.wikidata.org/entity/Q264341,university-teacher,education
11148,http://www.wikidata.org/entity/Q2643470,economist,organization
11150,http://www.wikidata.org/entity/Q2644225,university-teacher,other
11151,http://www.wikidata.org/entity/Q2644328,university-teacher,publisher
11153,http://www.wikidata.org/entity/Q2645288,university-teacher,university
11154,http://www.wikidata.org/entity/Q2646169,journalist,agency
11155,http://www.wikidata.org/entity/Q2646201,university-teacher,publisher
11158,http://www.wikidata.org/entity/Q2649845,university-teacher,college
11162,http://www.wikidata.org/entity/Q2657777,university-teacher,publisher
11163,http://www.wikidata.org/entity/Q2664204,writer,publisher
11164,http://www.wikidata.org/entity/Q2668049,university-teacher,education
11165,http://www.wikidata.org/entity/Q26689953,demographer,education
11167,http://www.wikidata.org/entity/Q26709223,academic,education
11170,http://www.wikidata.org/entity/Q267536,university-teacher,education
11171,http://www.wikidata.org/entity/Q26772379,criminologist,publisher
11172,http://www.wikidata.org/entity/Q26776669,scientist,publisher
11177,http://www.wikidata.org/entity/Q26838379,catholic-priest,university
11184,http://www.wikidata.org/entity/Q2692011,university-teacher,publisher
11185,http://www.wikidata.org/entity/Q26923701,university-teacher,college
11189,http://www.wikidata.org/entity/Q26973255,university-teacher,publisher
11195,http://www.wikidata.org/entity/Q27016810,university-teacher,institute
11197,http://www.wikidata.org/entity/Q27016818,pedagogue,education
11198,http://www.wikidata.org/entity/Q27020139,university-teacher,publisher
11200,http://www.wikidata.org/entity/Q270358,economist,publisher
11204,http://www.wikidata.org/entity/Q27063665,researcher,organization
11206,http://www.wikidata.org/entity/Q27064029,criminologist,school
11208,http://www.wikidata.org/entity/Q2707044,university-teacher,education
11210,http://www.wikidata.org/entity/Q2709641,philosopher,university
11212,http://www.wikidata.org/entity/Q2711710,university-teacher,education
11216,http://www.wikidata.org/entity/Q27145744,librarian,university
11217,http://www.wikidata.org/entity/Q27147112,journalist,institute
11225,http://www.wikidata.org/entity/Q27178316,university-teacher,education
11228,http://www.wikidata.org/entity/Q2719795,politician,university
11232,http://www.wikidata.org/entity/Q272504,politician,enterprise
11237,http://www.wikidata.org/entity/Q27335228,university-teacher,publisher
11241,http://www.wikidata.org/entity/Q2740910,university-teacher,education
11242,http://www.wikidata.org/entity/Q2740925,writer,publisher
11243,http://www.wikidata.org/entity/Q2741391,university-teacher,university
11244,http://www.wikidata.org/entity/Q2742104,university-teacher,university
11245,http://www.wikidata.org/entity/Q2742180,university-teacher,education
11246,http://www.wikidata.org/entity/Q2743680,head-teacher,university
11248,http://www.wikidata.org/entity/Q2745867,university-teacher,education
11251,http://www.wikidata.org/entity/Q2746442,university-teacher,institute
11253,http://www.wikidata.org/entity/Q274697,university-teacher,agency
11254,http://www.wikidata.org/entity/Q27469854,university-teacher,education
11255,http://www.wikidata.org/entity/Q274893,university-teacher,education
11256,http://www.wikidata.org/entity/Q27491453,political-scientist,education
11257,http://www.wikidata.org/entity/Q274965,writer,school
11258,http://www.wikidata.org/entity/Q27503445,university-teacher,university
11260,http://www.wikidata.org/entity/Q2751120,university-teacher,publisher
11263,http://www.wikidata.org/entity/Q275631,university-teacher,education
11268,http://www.wikidata.org/entity/Q27642892,university-teacher,organization
11275,http://www.wikidata.org/entity/Q27749727,university-teacher,publisher
11277,http://www.wikidata.org/entity/Q2776440,historian,education
11278,http://www.wikidata.org/entity/Q27764853,university-teacher,publisher
11280,http://www.wikidata.org/entity/Q27779407,journalist,education
11284,http://www.wikidata.org/entity/Q2780421,university-teacher,publisher
11287,http://www.wikidata.org/entity/Q2781083,university-teacher,university
11288,http://www.wikidata.org/entity/Q27825242,university-teacher,education
11289,http://www.wikidata.org/entity/Q27859460,university-teacher,education
11291,http://www.wikidata.org/entity/Q27861835,university-teacher,education
11292,http://www.wikidata.org/entity/Q2786465,politician,other
11293,http://www.wikidata.org/entity/Q27866183,demographer,university
11294,http://www.wikidata.org/entity/Q278696,university-teacher,education
11297,http://www.wikidata.org/entity/Q27908406,writer,organization
11298,http://www.wikidata.org/entity/Q27910006,scientist,education
11306,http://www.wikidata.org/entity/Q27921057,politician,university
11310,http://www.wikidata.org/entity/Q27927324,university-teacher,education
11311,http://www.wikidata.org/entity/Q2794745,university-teacher,university
11314,http://www.wikidata.org/entity/Q27947704,university-teacher,education
