"pk_person_features","person_uri","occupation_sec1","coded_employer"
6430,http://www.wikidata.org/entity/Q12260477,university-teacher,publisher
6431,http://www.wikidata.org/entity/Q12260753,university-teacher,publisher
6432,http://www.wikidata.org/entity/Q12260827,university-teacher,publisher
6436,http://www.wikidata.org/entity/Q12263097,university-teacher,organization
6438,http://www.wikidata.org/entity/Q12268853,university-teacher,publisher
6439,http://www.wikidata.org/entity/Q122700391,university-teacher,education
6444,http://www.wikidata.org/entity/Q12273368,university-teacher,university
6445,http://www.wikidata.org/entity/Q12273859,university-teacher,publisher
6447,http://www.wikidata.org/entity/Q122766126,university-teacher,publisher
6450,http://www.wikidata.org/entity/Q1227750,university-teacher,other
6452,http://www.wikidata.org/entity/Q1227902,university-teacher,university
6454,http://www.wikidata.org/entity/Q1227993,university-teacher,agency
6456,http://www.wikidata.org/entity/Q12280968,university-teacher,publisher
6459,http://www.wikidata.org/entity/Q122817,university-teacher,university
6460,http://www.wikidata.org/entity/Q122818488,economist,school
6462,http://www.wikidata.org/entity/Q122828285,university-teacher,publisher
6466,http://www.wikidata.org/entity/Q122841608,university-teacher,education
6467,http://www.wikidata.org/entity/Q122845557,political-scientist,publisher
6473,http://www.wikidata.org/entity/Q12290292,university-teacher,publisher
6474,http://www.wikidata.org/entity/Q12290345,university-teacher,publisher
6484,http://www.wikidata.org/entity/Q1229796,university-teacher,university
6488,http://www.wikidata.org/entity/Q123003523,director,academy
6493,http://www.wikidata.org/entity/Q1230297,university-teacher,university
6498,http://www.wikidata.org/entity/Q123054795,university-teacher,organization
6499,http://www.wikidata.org/entity/Q123054837,university-teacher,publisher
6504,http://www.wikidata.org/entity/Q12310355,economist,education
6506,http://www.wikidata.org/entity/Q123110562,university-teacher,publisher
6507,http://www.wikidata.org/entity/Q12311550,criminologist,organization
6509,http://www.wikidata.org/entity/Q123126574,university-teacher,GLAM
6510,http://www.wikidata.org/entity/Q123137855,university-teacher,GLAM
6512,http://www.wikidata.org/entity/Q123149885,university-teacher,university
6514,http://www.wikidata.org/entity/Q123167118,essayist,university
6520,http://www.wikidata.org/entity/Q12319096,researcher,publisher
6526,http://www.wikidata.org/entity/Q123224555,university-teacher,institute
6529,http://www.wikidata.org/entity/Q123231696,docent,university
6531,http://www.wikidata.org/entity/Q12323798,university-teacher,publisher
6532,http://www.wikidata.org/entity/Q1232382,university-teacher,publisher
6540,http://www.wikidata.org/entity/Q12324870,university-teacher,education
6544,http://www.wikidata.org/entity/Q123257587,university-teacher,university
6547,http://www.wikidata.org/entity/Q123261975,university-teacher,university
6548,http://www.wikidata.org/entity/Q12326558,researcher,university
6549,http://www.wikidata.org/entity/Q123266738,university-teacher,education
6554,http://www.wikidata.org/entity/Q12330890,political-scientist,publisher
6556,http://www.wikidata.org/entity/Q123315760,university-teacher,publisher
6562,http://www.wikidata.org/entity/Q12335117,writer,other
6564,http://www.wikidata.org/entity/Q123358831,historian,GLAM
6568,http://www.wikidata.org/entity/Q12337206,surveyor,publisher
6572,http://www.wikidata.org/entity/Q123375741,anthropologist,education
6573,http://www.wikidata.org/entity/Q123378618,university-teacher,GLAM
6585,http://www.wikidata.org/entity/Q123412960,university-teacher,institute
6588,http://www.wikidata.org/entity/Q12343815,judge,organization
6599,http://www.wikidata.org/entity/Q12348470,politician,publisher
6601,http://www.wikidata.org/entity/Q123488,university-teacher,university
6602,http://www.wikidata.org/entity/Q123492570,university-teacher,university
6613,http://www.wikidata.org/entity/Q12352812,university-teacher,education
6616,http://www.wikidata.org/entity/Q123536880,university-teacher,publisher
6623,http://www.wikidata.org/entity/Q1235646,university-teacher,university
6627,http://www.wikidata.org/entity/Q123570450,university-teacher,agency
6640,http://www.wikidata.org/entity/Q123643635,university-teacher,organization
6642,http://www.wikidata.org/entity/Q123651969,researcher,university
6643,http://www.wikidata.org/entity/Q12365804,politician,university
6645,http://www.wikidata.org/entity/Q12366159,historian,university
6646,http://www.wikidata.org/entity/Q123674057,university-teacher,publisher
6653,http://www.wikidata.org/entity/Q12369825,economist,university
6657,http://www.wikidata.org/entity/Q123706,university-teacher,publisher
6658,http://www.wikidata.org/entity/Q12372061,philosopher,university
6664,http://www.wikidata.org/entity/Q12373451,politician,organization
6666,http://www.wikidata.org/entity/Q123745498,university-teacher,organization
6672,http://www.wikidata.org/entity/Q123764053,historian,publisher
6678,http://www.wikidata.org/entity/Q12378805,historian,university
6679,http://www.wikidata.org/entity/Q12379642,politician,university
6683,http://www.wikidata.org/entity/Q123861,university-teacher,publisher
6685,http://www.wikidata.org/entity/Q123881,university-teacher,university
6687,http://www.wikidata.org/entity/Q12388364,university-teacher,publisher
6693,http://www.wikidata.org/entity/Q12392467,politician,publisher
6697,http://www.wikidata.org/entity/Q123983854,art-critic,publisher
6698,http://www.wikidata.org/entity/Q123985705,university-teacher,institute
6699,http://www.wikidata.org/entity/Q1239894,university-teacher,university
6704,http://www.wikidata.org/entity/Q1240178,political-scientist,education
6705,http://www.wikidata.org/entity/Q12401848,university-teacher,organization
6706,http://www.wikidata.org/entity/Q1240240,university-teacher,education
6707,http://www.wikidata.org/entity/Q1240243,university-teacher,education
6711,http://www.wikidata.org/entity/Q12403614,historian,university
6712,http://www.wikidata.org/entity/Q12403622,activist,publisher
6713,http://www.wikidata.org/entity/Q12403627,researcher,publisher
6714,http://www.wikidata.org/entity/Q12403965,anthropologist,publisher
6720,http://www.wikidata.org/entity/Q12404828,university-teacher,university
6721,http://www.wikidata.org/entity/Q124051075,university-teacher,organization
6727,http://www.wikidata.org/entity/Q12405758,university-teacher,university
6731,http://www.wikidata.org/entity/Q12407465,university-teacher,publisher
6733,http://www.wikidata.org/entity/Q12408597,researcher,education
6736,http://www.wikidata.org/entity/Q12409103,political-philosopher,publisher
6746,http://www.wikidata.org/entity/Q124155748,university-teacher,university
6755,http://www.wikidata.org/entity/Q124253679,university-teacher,organization
6758,http://www.wikidata.org/entity/Q124257395,journalist,newspaper
6761,http://www.wikidata.org/entity/Q124302833,university-teacher,organization
6766,http://www.wikidata.org/entity/Q124322,university-teacher,organization
6767,http://www.wikidata.org/entity/Q124324361,university-teacher,education
6769,http://www.wikidata.org/entity/Q124333,university-teacher,publisher
6772,http://www.wikidata.org/entity/Q124342182,researcher,publisher
6780,http://www.wikidata.org/entity/Q124373465,university-teacher,publisher
6782,http://www.wikidata.org/entity/Q124377669,university-teacher,organization
6785,http://www.wikidata.org/entity/Q124389041,university-teacher,publisher
6786,http://www.wikidata.org/entity/Q124389113,university-teacher,organization
6787,http://www.wikidata.org/entity/Q124389130,university-teacher,university
6788,http://www.wikidata.org/entity/Q124389204,university-teacher,publisher
6789,http://www.wikidata.org/entity/Q124389744,university-teacher,university
6790,http://www.wikidata.org/entity/Q124389787,university-teacher,university
6791,http://www.wikidata.org/entity/Q124389855,university-teacher,GLAM
6793,http://www.wikidata.org/entity/Q124393433,university-teacher,organization
6809,http://www.wikidata.org/entity/Q1245119,university-teacher,publisher
6814,http://www.wikidata.org/entity/Q124545087,university-teacher,education
6860,http://www.wikidata.org/entity/Q1246400,university-teacher,university
6861,http://www.wikidata.org/entity/Q124640634,university-teacher,organization
6875,http://www.wikidata.org/entity/Q124647016,university-teacher,education
6876,http://www.wikidata.org/entity/Q124650383,university-teacher,education
6878,http://www.wikidata.org/entity/Q124658434,university-teacher,institution
6888,http://www.wikidata.org/entity/Q1246997,university-teacher,university
6895,http://www.wikidata.org/entity/Q124735952,university-teacher,organization
6899,http://www.wikidata.org/entity/Q124739573,university-teacher,publisher
6900,http://www.wikidata.org/entity/Q1247398,university-teacher,education
6909,http://www.wikidata.org/entity/Q124839472,politician,other
6915,http://www.wikidata.org/entity/Q1248569,university-teacher,publisher
6924,http://www.wikidata.org/entity/Q12497962,researcher,publisher
6925,http://www.wikidata.org/entity/Q124985049,university-teacher,publisher
6930,http://www.wikidata.org/entity/Q1249891,university-teacher,education
6931,http://www.wikidata.org/entity/Q1250349,university-teacher,education
6932,http://www.wikidata.org/entity/Q125048,university-teacher,university
6937,http://www.wikidata.org/entity/Q125128,writer,education
6941,http://www.wikidata.org/entity/Q12521181,civil-servant,publisher
6942,http://www.wikidata.org/entity/Q12523640,university-teacher,publisher
6943,http://www.wikidata.org/entity/Q125239,university-teacher,university
6944,http://www.wikidata.org/entity/Q1252392,university-teacher,education
6945,http://www.wikidata.org/entity/Q1252413,university-teacher,publisher
6957,http://www.wikidata.org/entity/Q125360766,psychologist,publisher
6962,http://www.wikidata.org/entity/Q125391896,university-teacher,publisher
6973,http://www.wikidata.org/entity/Q125417501,researcher,organization
6976,http://www.wikidata.org/entity/Q1254323,university-teacher,education
6979,http://www.wikidata.org/entity/Q125460929,university-teacher,institute
6984,http://www.wikidata.org/entity/Q125498377,university-teacher,university
6986,http://www.wikidata.org/entity/Q125511310,writer,education
6988,http://www.wikidata.org/entity/Q125526770,university-teacher,publisher
6989,http://www.wikidata.org/entity/Q125543455,university-teacher,education
6990,http://www.wikidata.org/entity/Q125548266,university-teacher,education
6991,http://www.wikidata.org/entity/Q1255528,university-teacher,agency
6997,http://www.wikidata.org/entity/Q1255976,writer,institute
6999,http://www.wikidata.org/entity/Q125649911,university-teacher,education
7001,http://www.wikidata.org/entity/Q125676440,university-teacher,publisher
7010,http://www.wikidata.org/entity/Q125753936,researcher,publisher
7011,http://www.wikidata.org/entity/Q125756349,university-teacher,education
7016,http://www.wikidata.org/entity/Q125836,university-teacher,publisher
7017,http://www.wikidata.org/entity/Q125839395,professor,publisher
7027,http://www.wikidata.org/entity/Q12588223,academic,publisher
7043,http://www.wikidata.org/entity/Q126000482,university-teacher,school
7058,http://www.wikidata.org/entity/Q126076946,university-teacher,publisher
7063,http://www.wikidata.org/entity/Q12610592,politician,institute
7072,http://www.wikidata.org/entity/Q1261657,university-teacher,university
7076,http://www.wikidata.org/entity/Q1262309,university-teacher,university
7083,http://www.wikidata.org/entity/Q1263139,university-teacher,publisher
7084,http://www.wikidata.org/entity/Q1263206,university-teacher,university
7086,http://www.wikidata.org/entity/Q126326700,university-teacher,publisher
7087,http://www.wikidata.org/entity/Q126326947,university-teacher,publisher
7089,http://www.wikidata.org/entity/Q126365029,university-teacher,education
7090,http://www.wikidata.org/entity/Q126365122,academic,education
7093,http://www.wikidata.org/entity/Q126373681,researcher,education
7094,http://www.wikidata.org/entity/Q126374,university-teacher,education
7105,http://www.wikidata.org/entity/Q126476485,university-teacher,publisher
7106,http://www.wikidata.org/entity/Q1264831,university-teacher,publisher
7108,http://www.wikidata.org/entity/Q126488324,geographer,institute
7109,http://www.wikidata.org/entity/Q126519840,urban-sociologist,university
7111,http://www.wikidata.org/entity/Q126532,university-teacher,university
7114,http://www.wikidata.org/entity/Q1265475,researcher,education
7135,http://www.wikidata.org/entity/Q126886890,historian,newspaper
7136,http://www.wikidata.org/entity/Q126889958,musicologist,college
7137,http://www.wikidata.org/entity/Q126902271,university-teacher,university
7141,http://www.wikidata.org/entity/Q126923612,anthropologist,publisher
7143,http://www.wikidata.org/entity/Q126925022,university-teacher,school
7150,http://www.wikidata.org/entity/Q126965644,politician,publisher
7152,http://www.wikidata.org/entity/Q1269856,university-teacher,publisher
7156,http://www.wikidata.org/entity/Q127110505,university-teacher,institute
7157,http://www.wikidata.org/entity/Q1271239,university-teacher,education
7161,http://www.wikidata.org/entity/Q1271771,writer,university
7163,http://www.wikidata.org/entity/Q12720454,researcher,publisher
7166,http://www.wikidata.org/entity/Q12725495,philosopher,publisher
7167,http://www.wikidata.org/entity/Q12725838,historian,publisher
7175,http://www.wikidata.org/entity/Q12729246,politician,publisher
7178,http://www.wikidata.org/entity/Q1273492,university-teacher,education
7179,http://www.wikidata.org/entity/Q12735168,researcher,education
7183,http://www.wikidata.org/entity/Q12737676,philosopher,publisher
7187,http://www.wikidata.org/entity/Q12740294,anthropologist,publisher
7188,http://www.wikidata.org/entity/Q12742452,politician,publisher
7191,http://www.wikidata.org/entity/Q12744342,political-scientist,publisher
7200,http://www.wikidata.org/entity/Q127604526,translator,university
7201,http://www.wikidata.org/entity/Q127605824,anthropologist,publisher
7207,http://www.wikidata.org/entity/Q1277457,university-teacher,education
7244,http://www.wikidata.org/entity/Q1279952,university-teacher,publisher
7247,http://www.wikidata.org/entity/Q12800523,university-teacher,publisher
7253,http://www.wikidata.org/entity/Q12805780,psychologist,university
7259,http://www.wikidata.org/entity/Q12806582,university-teacher,publisher
7262,http://www.wikidata.org/entity/Q12810266,university-teacher,education
7263,http://www.wikidata.org/entity/Q1281258,university-teacher,university
7264,http://www.wikidata.org/entity/Q128126,writer,education
7266,http://www.wikidata.org/entity/Q1281359,university-teacher,university
7270,http://www.wikidata.org/entity/Q128179,university-teacher,education
7271,http://www.wikidata.org/entity/Q1282121,university-teacher,publisher
7278,http://www.wikidata.org/entity/Q1283460,university-teacher,publisher
7279,http://www.wikidata.org/entity/Q128402226,religious-studies-scholar,other
7281,http://www.wikidata.org/entity/Q1284587,university-teacher,agency
7282,http://www.wikidata.org/entity/Q12849928,opinion-journalist,organization
7287,http://www.wikidata.org/entity/Q1285852,university-teacher,education
7288,http://www.wikidata.org/entity/Q12859528,university-teacher,education
7291,http://www.wikidata.org/entity/Q1286248,university-teacher,publisher
7293,http://www.wikidata.org/entity/Q128652093,university-teacher,organization
7296,http://www.wikidata.org/entity/Q12872875,university-teacher,publisher
7300,http://www.wikidata.org/entity/Q12879717,university-teacher,education
7301,http://www.wikidata.org/entity/Q1287980,university-teacher,publisher
7303,http://www.wikidata.org/entity/Q12881664,university-teacher,organization
7304,http://www.wikidata.org/entity/Q128838701,university-teacher,publisher
7310,http://www.wikidata.org/entity/Q12891927,university-teacher,university
7316,http://www.wikidata.org/entity/Q1290495,university-teacher,university
7318,http://www.wikidata.org/entity/Q1290654,university-teacher,publisher
7319,http://www.wikidata.org/entity/Q129133,political-scientist,institute
7321,http://www.wikidata.org/entity/Q1291869,university-teacher,education
7325,http://www.wikidata.org/entity/Q129273,politician,education
7326,http://www.wikidata.org/entity/Q1292871,university-teacher,university
7327,http://www.wikidata.org/entity/Q1293447,writer,agency
7330,http://www.wikidata.org/entity/Q1293632,university-teacher,school
7332,http://www.wikidata.org/entity/Q129485966,university-teacher,university
7341,http://www.wikidata.org/entity/Q1298461,university-teacher,agency
7353,http://www.wikidata.org/entity/Q130064,university-teacher,education
7355,http://www.wikidata.org/entity/Q130207171,writer,publisher
7359,http://www.wikidata.org/entity/Q130234038,university-teacher,publisher
7361,http://www.wikidata.org/entity/Q1302653,university-teacher,university
7365,http://www.wikidata.org/entity/Q130280904,university-teacher,publisher
7367,http://www.wikidata.org/entity/Q130284730,university-teacher,university
7368,http://www.wikidata.org/entity/Q13029422,university-teacher,institute
7377,http://www.wikidata.org/entity/Q13032999,pedagogue,other
7378,http://www.wikidata.org/entity/Q130332976,political-scientist,education
7381,http://www.wikidata.org/entity/Q130344613,historian,education
7383,http://www.wikidata.org/entity/Q130348205,university-teacher,education
7391,http://www.wikidata.org/entity/Q130418177,adviser,university
7394,http://www.wikidata.org/entity/Q1304249,university-teacher,institute
7401,http://www.wikidata.org/entity/Q1304734,university-teacher,education
7410,http://www.wikidata.org/entity/Q1305409,university-teacher,education
7411,http://www.wikidata.org/entity/Q13054877,historian,school
7416,http://www.wikidata.org/entity/Q1305581,university-teacher,organization
7418,http://www.wikidata.org/entity/Q1306233,university-teacher,publisher
7427,http://www.wikidata.org/entity/Q130729147,researcher,institute
7431,http://www.wikidata.org/entity/Q130739317,university-teacher,university
7453,http://www.wikidata.org/entity/Q130852724,university-teacher,education
7457,http://www.wikidata.org/entity/Q1308983,university-teacher,agency
7458,http://www.wikidata.org/entity/Q130917,university-teacher,publisher
7459,http://www.wikidata.org/entity/Q130933672,university-teacher,organization
7465,http://www.wikidata.org/entity/Q1311385,university-teacher,publisher
7466,http://www.wikidata.org/entity/Q131147121,university-teacher,education
7467,http://www.wikidata.org/entity/Q131153390,university-teacher,education
7468,http://www.wikidata.org/entity/Q131153912,politician,enterprise
7472,http://www.wikidata.org/entity/Q1312340,university-teacher,university
7477,http://www.wikidata.org/entity/Q131285997,university-teacher,education
7478,http://www.wikidata.org/entity/Q131289156,university-teacher,organization
7484,http://www.wikidata.org/entity/Q13133,writer,education
7486,http://www.wikidata.org/entity/Q131340034,professor,publisher
7488,http://www.wikidata.org/entity/Q131361653,university-teacher,organization
7492,http://www.wikidata.org/entity/Q1313695,university-teacher,publisher
7505,http://www.wikidata.org/entity/Q13138751,university-teacher,university
7508,http://www.wikidata.org/entity/Q131397344,university-teacher,institute
7513,http://www.wikidata.org/entity/Q131419984,professor,publisher
7516,http://www.wikidata.org/entity/Q131426838,university-teacher,university
7519,http://www.wikidata.org/entity/Q131433060,university-teacher,publisher
7521,http://www.wikidata.org/entity/Q131454122,university-teacher,organization
7525,http://www.wikidata.org/entity/Q1314844,university-teacher,publisher
7534,http://www.wikidata.org/entity/Q131548878,university-teacher,education
7538,http://www.wikidata.org/entity/Q131578249,university-teacher,publisher
7544,http://www.wikidata.org/entity/Q131622322,university-teacher,education
7547,http://www.wikidata.org/entity/Q1316427,university-teacher,education
7548,http://www.wikidata.org/entity/Q131674885,social-scientist,agency
7549,http://www.wikidata.org/entity/Q131676954,philosopher,publisher
7555,http://www.wikidata.org/entity/Q131693937,university-teacher,university
7558,http://www.wikidata.org/entity/Q131697795,librarian,publisher
7561,http://www.wikidata.org/entity/Q131709317,university-teacher,education
7563,http://www.wikidata.org/entity/Q131746672,philosopher,education
7570,http://www.wikidata.org/entity/Q131805,writer,education
7580,http://www.wikidata.org/entity/Q1319227,university-teacher,publisher
7581,http://www.wikidata.org/entity/Q131923280,university-teacher,publisher
7583,http://www.wikidata.org/entity/Q131926386,university-teacher,university
7585,http://www.wikidata.org/entity/Q131928217,university-teacher,institute
7586,http://www.wikidata.org/entity/Q131938932,university-teacher,education
7588,http://www.wikidata.org/entity/Q131990799,university-teacher,university
7590,http://www.wikidata.org/entity/Q13208932,scientist,education
7599,http://www.wikidata.org/entity/Q1322493,university-teacher,publisher
7600,http://www.wikidata.org/entity/Q132261250,university-teacher,publisher
7604,http://www.wikidata.org/entity/Q132295095,university-teacher,education
7605,http://www.wikidata.org/entity/Q1323100,writer,education
7606,http://www.wikidata.org/entity/Q132387352,political-economist,institute
7608,http://www.wikidata.org/entity/Q1324252,university-teacher,university
7611,http://www.wikidata.org/entity/Q132473591,university-teacher,organization
7614,http://www.wikidata.org/entity/Q132489,university-teacher,education
7617,http://www.wikidata.org/entity/Q1325206,university-teacher,publisher
7626,http://www.wikidata.org/entity/Q132731931,university-teacher,publisher
7638,http://www.wikidata.org/entity/Q132889023,university-teacher,publisher
7653,http://www.wikidata.org/entity/Q1330094,university-teacher,university
7654,http://www.wikidata.org/entity/Q133017900,university-teacher,organization
7662,http://www.wikidata.org/entity/Q1330696,university-teacher,publisher
7667,http://www.wikidata.org/entity/Q133187903,university-teacher,education
7668,http://www.wikidata.org/entity/Q133196933,university-teacher,education
7674,http://www.wikidata.org/entity/Q133253649,researcher,organization
7676,http://www.wikidata.org/entity/Q1332556,university-teacher,education
7688,http://www.wikidata.org/entity/Q133291261,sociological-theory,education
7693,http://www.wikidata.org/entity/Q1333105,university-teacher,education
7700,http://www.wikidata.org/entity/Q133401577,geographer,publisher
7701,http://www.wikidata.org/entity/Q133440712,university-teacher,university
7704,http://www.wikidata.org/entity/Q1334469,university-teacher,university
7706,http://www.wikidata.org/entity/Q133460974,philosopher,institute
7718,http://www.wikidata.org/entity/Q1335486,university-teacher,university
7723,http://www.wikidata.org/entity/Q133577023,university-teacher,publisher
7727,http://www.wikidata.org/entity/Q133582595,university-teacher,education
7731,http://www.wikidata.org/entity/Q133596951,university-teacher,organization
7733,http://www.wikidata.org/entity/Q133599829,university-teacher,education
7734,http://www.wikidata.org/entity/Q1335999,university-teacher,agency
7736,http://www.wikidata.org/entity/Q1336059,university-teacher,university
7746,http://www.wikidata.org/entity/Q133651624,criminologist,education
7753,http://www.wikidata.org/entity/Q133679242,university-teacher,education
7755,http://www.wikidata.org/entity/Q133680145,university-teacher,education
7762,http://www.wikidata.org/entity/Q133695401,researcher,university
7765,http://www.wikidata.org/entity/Q133713143,university-teacher,institute
7771,http://www.wikidata.org/entity/Q1337322,economist,institute
7780,http://www.wikidata.org/entity/Q133758810,anthropologist,education
7782,http://www.wikidata.org/entity/Q133761396,university-teacher,education
7783,http://www.wikidata.org/entity/Q133763257,university-teacher,education
7787,http://www.wikidata.org/entity/Q1337759,journalist,education
7801,http://www.wikidata.org/entity/Q1338467,university-teacher,university
7803,http://www.wikidata.org/entity/Q133852990,statistician,college
7804,http://www.wikidata.org/entity/Q133854184,scientist,publisher
7808,http://www.wikidata.org/entity/Q1338858,university-teacher,education
7809,http://www.wikidata.org/entity/Q1339072,university-teacher,education
7816,http://www.wikidata.org/entity/Q13410227,university-teacher,organization
7818,http://www.wikidata.org/entity/Q13412403,university-teacher,education
7819,http://www.wikidata.org/entity/Q13421197,university-teacher,education
7835,http://www.wikidata.org/entity/Q1343798,university-teacher,education
7842,http://www.wikidata.org/entity/Q1344166,university-teacher,education
7846,http://www.wikidata.org/entity/Q134454527,anthropologist,university
7847,http://www.wikidata.org/entity/Q13445805,university-teacher,education
7849,http://www.wikidata.org/entity/Q134468622,university-teacher,university
7866,http://www.wikidata.org/entity/Q134562130,university-teacher,enterprise
7882,http://www.wikidata.org/entity/Q134602920,university-teacher,university
7884,http://www.wikidata.org/entity/Q134612164,researcher,organization
7895,http://www.wikidata.org/entity/Q134732618,teacher,publisher
7899,http://www.wikidata.org/entity/Q134882605,university-teacher,university
7900,http://www.wikidata.org/entity/Q134888792,university-teacher,education
7905,http://www.wikidata.org/entity/Q1349514,university-teacher,education
7907,http://www.wikidata.org/entity/Q134961299,university-teacher,education
7912,http://www.wikidata.org/entity/Q135011330,researcher,publisher
7913,http://www.wikidata.org/entity/Q135038857,university-teacher,education
7915,http://www.wikidata.org/entity/Q135087642,politician,university
7916,http://www.wikidata.org/entity/Q1350955,university-teacher,publisher
7917,http://www.wikidata.org/entity/Q1351078,writer,university
7919,http://www.wikidata.org/entity/Q1351460,university-teacher,education
7921,http://www.wikidata.org/entity/Q1351843,writer,education
7923,http://www.wikidata.org/entity/Q135190515,teacher,organization
7933,http://www.wikidata.org/entity/Q135231595,university-teacher,other
7936,http://www.wikidata.org/entity/Q13524,historian,education
7937,http://www.wikidata.org/entity/Q135240335,professor,organization
7939,http://www.wikidata.org/entity/Q1352604,university-teacher,education
7946,http://www.wikidata.org/entity/Q1353488,university-teacher,agency
7947,http://www.wikidata.org/entity/Q1353651,university-teacher,education
7948,http://www.wikidata.org/entity/Q135410707,university-teacher,organization
7951,http://www.wikidata.org/entity/Q1354331,university-teacher,education
7954,http://www.wikidata.org/entity/Q135446757,university-teacher,publisher
7959,http://www.wikidata.org/entity/Q135466596,professor,publisher
7963,http://www.wikidata.org/entity/Q135477165,university-teacher,education
7964,http://www.wikidata.org/entity/Q135486910,data-scientist,education
7966,http://www.wikidata.org/entity/Q135495968,university-teacher,university
7968,http://www.wikidata.org/entity/Q135509997,writer,agency
7971,http://www.wikidata.org/entity/Q135529368,university-teacher,education
7972,http://www.wikidata.org/entity/Q135553031,teacher,organization
7974,http://www.wikidata.org/entity/Q135576,anthropologist,education
7977,http://www.wikidata.org/entity/Q1356346,university-teacher,publisher
7978,http://www.wikidata.org/entity/Q1356390,university-teacher,education
7980,http://www.wikidata.org/entity/Q1356426,university-teacher,publisher
7981,http://www.wikidata.org/entity/Q135643876,university-teacher,organization
7983,http://www.wikidata.org/entity/Q135652961,university-teacher,organization
7985,http://www.wikidata.org/entity/Q1356608,university-teacher,education
7986,http://www.wikidata.org/entity/Q1356786,university-teacher,publisher
7988,http://www.wikidata.org/entity/Q135684202,writer,newspaper
7995,http://www.wikidata.org/entity/Q1357080,university-teacher,publisher
7996,http://www.wikidata.org/entity/Q135727099,teacher,other
7997,http://www.wikidata.org/entity/Q13577172,activist,publisher
7998,http://www.wikidata.org/entity/Q1358153,university-teacher,college
8000,http://www.wikidata.org/entity/Q1358306,university-teacher,education
8003,http://www.wikidata.org/entity/Q1358769,university-teacher,publisher
8007,http://www.wikidata.org/entity/Q135920870,university-teacher,education
8012,http://www.wikidata.org/entity/Q135973801,university-teacher,publisher
8015,http://www.wikidata.org/entity/Q136030627,academic,publisher
8020,http://www.wikidata.org/entity/Q136085564,university-teacher,education
8024,http://www.wikidata.org/entity/Q1361073,anthropologist,education
8032,http://www.wikidata.org/entity/Q1361646,functionary,other
8034,http://www.wikidata.org/entity/Q1362257,university-teacher,organization
8037,http://www.wikidata.org/entity/Q136290852,university-teacher,education
8039,http://www.wikidata.org/entity/Q136296703,university-teacher,school
8042,http://www.wikidata.org/entity/Q1363346,university-teacher,education
8043,http://www.wikidata.org/entity/Q1363412,university-teacher,education
8048,http://www.wikidata.org/entity/Q136357310,university-teacher,publisher
8049,http://www.wikidata.org/entity/Q1363673,university-teacher,publisher
8052,http://www.wikidata.org/entity/Q136377449,university-teacher,education
8061,http://www.wikidata.org/entity/Q136410783,writer,university
8062,http://www.wikidata.org/entity/Q136411916,university-teacher,publisher
8068,http://www.wikidata.org/entity/Q1364566,university-teacher,university
8072,http://www.wikidata.org/entity/Q1364830,university-teacher,publisher
8074,http://www.wikidata.org/entity/Q13649815,anthropologist,education
8075,http://www.wikidata.org/entity/Q136498577,university-teacher,publisher
8078,http://www.wikidata.org/entity/Q136514674,researcher,other
8080,http://www.wikidata.org/entity/Q136528029,social-worker,agency
8082,http://www.wikidata.org/entity/Q136530290,author,organization
8085,http://www.wikidata.org/entity/Q13653411,university-teacher,organization
8089,http://www.wikidata.org/entity/Q1365573,university-teacher,education
8092,http://www.wikidata.org/entity/Q136571123,university-teacher,education
8099,http://www.wikidata.org/entity/Q136659080,researcher,other
8101,http://www.wikidata.org/entity/Q136664754,economist,publisher
8103,http://www.wikidata.org/entity/Q136665045,university-teacher,organization
8105,http://www.wikidata.org/entity/Q136668489,ethnologist,publisher
8106,http://www.wikidata.org/entity/Q136669298,university-teacher,education
8113,http://www.wikidata.org/entity/Q136708177,university-teacher,publisher
8117,http://www.wikidata.org/entity/Q136749060,writer,GLAM
8122,http://www.wikidata.org/entity/Q136782422,docent,education
8133,http://www.wikidata.org/entity/Q1369716,university-teacher,agency
8139,http://www.wikidata.org/entity/Q1370033,university-teacher,institute
8142,http://www.wikidata.org/entity/Q1370280,anthropologist,education
8143,http://www.wikidata.org/entity/Q1370370,university-teacher,organization
8147,http://www.wikidata.org/entity/Q1370828,university-teacher,publisher
8154,http://www.wikidata.org/entity/Q137169946,university-teacher,education
8159,http://www.wikidata.org/entity/Q137220293,writer,publisher
8160,http://www.wikidata.org/entity/Q1372422,university-teacher,university
8161,http://www.wikidata.org/entity/Q1372466,university-teacher,education
8172,http://www.wikidata.org/entity/Q13736798,university-teacher,university
8176,http://www.wikidata.org/entity/Q137374777,professor,education
8177,http://www.wikidata.org/entity/Q137376748,university-teacher,education
8182,http://www.wikidata.org/entity/Q137410089,teacher,college
8184,http://www.wikidata.org/entity/Q1374145,politician,publisher
8189,http://www.wikidata.org/entity/Q137452153,physiotherapist,education
8195,http://www.wikidata.org/entity/Q1374701,university-teacher,education
8199,http://www.wikidata.org/entity/Q137684718,university-teacher,university
8204,http://www.wikidata.org/entity/Q1377294,university-teacher,publisher
8206,http://www.wikidata.org/entity/Q137748128,university-teacher,education
8218,http://www.wikidata.org/entity/Q1378374,university-teacher,organization
8221,http://www.wikidata.org/entity/Q137847614,publisher,publisher
8223,http://www.wikidata.org/entity/Q137857735,university-teacher,education
8224,http://www.wikidata.org/entity/Q137858020,university-teacher,education
8228,http://www.wikidata.org/entity/Q137917805,university-teacher,university
