person_uri,labelPer,birthYear,gender,labelPlace,geometry,REGION,NAME_ENGL,coded_country,periodsActivity,pk_person_features,occupation_sec1,coded_employer
http://www.wikidata.org/entity/Q2993155,Konstantin Kavelin,1818,male,Saint Petersburg,POINT (30.316667 59.95),European Russia,Russian Federation,Russian Federation,1846-1870,11704,historian,publisher
http://www.wikidata.org/entity/Q555693,Timofey Granovsky,1813,male,Oryol,POINT (36.069444 52.968611),European Russia,Russian Federation,Russian Federation,1846-1870,14217,university-teacher,university
http://www.wikidata.org/entity/Q144535,Herbert Spencer,1820,male,Derby,POINT (-1.476667 52.921667),Northern Europe,United Kingdom,United Kingdom,1846-1870,8360,writer,other
http://www.wikidata.org/entity/Q61956,Lorenz von Stein,1815,male,Borby,POINT (9.83528 54.48),Western Europe,Germany,Germany,1846-1870,15540,university-teacher,agency
http://www.wikidata.org/entity/Q9061,Karl Marx,1818,male,Trier,POINT (6.63935 49.75565),Western Europe,Germany,Germany,1846-1870,17392,writer,newspaper
http://www.wikidata.org/entity/Q179126,John Ruskin,1819,male,London,POINT (-0.1275 51.507222),Northern Europe,United Kingdom,United Kingdom,1846-1870,9514,university-teacher,education
http://www.wikidata.org/entity/Q1195523,Henry James Sumner Maine,1822,male,Kelso,POINT (-2.4336 55.5985),Northern Europe,United Kingdom,United Kingdom,1846-1870,6135,writer,education
http://www.wikidata.org/entity/Q1803058,Roberto Ardigò,1828,male,Casteldidone,POINT (10.4 45.066667),Southern Europe,Italy,Italy,1871-1895,9538,politician,university
http://www.wikidata.org/entity/Q369022,Walter Bagehot,1826,male,Langport,POINT (-2.827453 51.037625),Northern Europe,United Kingdom,United Kingdom,1871-1895,12628,writer,other
http://www.wikidata.org/entity/Q5819554,Eduardo Pérez Pujol,1830,male,Salamanca,POINT (-5.664167 40.965),Southern Europe,Spain,Spain Port.,1871-1895,14791,university-teacher,publisher
http://www.wikidata.org/entity/Q6220990,John Bascom,1827,male,Genoa,POINT (-76.533333 42.666667),Northern America,United States,United States Can.,1871-1895,15586,writer,education
http://www.wikidata.org/entity/Q61674,Friedrich Albert Lange,1828,male,Wald,POINT (7.04222 51.1817),Western Europe,Germany,Germany,1871-1895,15477,university-teacher,publisher
http://www.wikidata.org/entity/Q286125,Émile Louis Victor de Laveleye,1822,male,Bruges,POINT (3.224167 51.208889),Western Europe,Belgium,Belgium Netherl.,1846-1870,11481,university-teacher,publisher
http://www.wikidata.org/entity/Q533746,Ludwig Gumplowicz,1838,male,Kraków,POINT (19.937222 50.061389),Eastern Europe,Poland,Poland,1871-1895,13968,politician,publisher
http://www.wikidata.org/entity/Q4292405,Léon Metchnikoff,1838,male,Saint Petersburg,POINT (30.316667 59.95),European Russia,Russian Federation,Russian Federation,1871-1895,13047,university-teacher,publisher
http://www.wikidata.org/entity/Q3903853,Pietro Ellero,1833,male,Pordenone,POINT (12.6563 45.9626),Southern Europe,Italy,Italy,1871-1895,12763,politician,publisher
http://www.wikidata.org/entity/Q76583,Eugen Dühring,1833,male,Berlin,POINT (13.383333 52.516667),Western Europe,Germany,Germany,1871-1895,16769,university-teacher,publisher
http://www.wikidata.org/entity/Q3938271,Robert Flint,1838,male,Dumfries,POINT (-3.616667 55.066667),Northern Europe,United Kingdom,United Kingdom,1871-1895,12778,writer,publisher
http://www.wikidata.org/entity/Q3131351,Henri Joly,1839,male,Auxerre,POINT (3.566945 47.7975),Western Europe,France,France,1871-1895,11999,university-teacher,education
http://www.wikidata.org/entity/Q141037,Edward Burnett Tylor,1832,male,Camberwell,POINT (-0.0912 51.4736),Northern Europe,United Kingdom,United Kingdom,1871-1895,8321,writer,education
http://www.wikidata.org/entity/Q18176269,Ignacio Ferrán y Rivas,1839,male,Barcelona,POINT (2.176944 41.3825),Southern Europe,Spain,Spain Port.,1871-1895,9559,philosopher,education
http://www.wikidata.org/entity/Q1356390,William Graham Sumner,1840,male,Paterson,POINT (-74.172222 40.916667),Northern America,United States,United States Can.,1871-1895,7978,university-teacher,education
http://www.wikidata.org/entity/Q2294066,Carlo Francesco Gabba,1835,male,Lodi,POINT (9.5 45.316667),Southern Europe,Italy,Italy,1871-1895,10650,university-teacher,publisher
http://www.wikidata.org/entity/Q274965,Émile Boutmy,1835,male,Paris,POINT (2.352222 48.856667),Western Europe,France,France,1871-1895,11257,writer,school
http://www.wikidata.org/entity/Q64383,Wilhelm Lexis,1837,male,Eschweiler,POINT (6.283333 50.816667),Western Europe,Germany,Germany,1871-1895,15832,university-teacher,publisher
http://www.wikidata.org/entity/Q13054877,Степан Паласанян,1837,male,Botoșani,POINT (26.669444 47.748611),Eastern Europe,Romania,Central Europe,1871-1895,7411,historian,school
http://www.wikidata.org/entity/Q60080,Wilhelm Dilthey,1833,male,Biebrich,POINT (8.240833 50.0475),Western Europe,Germany,Germany,1871-1895,15212,university-teacher,publisher
http://www.wikidata.org/entity/Q61482036,Raffaele Schiattarella,1839,male,Naples,POINT (14.248611 40.835833),Southern Europe,Italy,Italy,1871-1895,15449,philosopher,publisher
http://www.wikidata.org/entity/Q70650,Albert Schäffle,1831,male,Nürtingen,POINT (9.335278 48.626667),Western Europe,Germany,Germany,1871-1895,16355,university-teacher,publisher
http://www.wikidata.org/entity/Q9342825,Stanisław Piotrowski,1849,male,Warsaw,POINT (21.011111 52.23),Eastern Europe,Poland,Poland,1871-1895,17746,economist,GLAM
http://www.wikidata.org/entity/Q315372,Gabriel Tarde,1843,male,Sarlat-la-Canéda,POINT (1.216667 44.89),Western Europe,France,France,1871-1895,12020,philosopher,education
http://www.wikidata.org/entity/Q1528676,Giuseppe Toniolo,1845,male,Treviso,POINT (12.242219 45.672219),Southern Europe,Italy,Italy,1871-1895,8499,university-teacher,publisher
http://www.wikidata.org/entity/Q1047237,Fedir Szczerbyna,1849,male,Novoderevyankovskaya,POINT (38.75 46.316667),European Russia,Russian Federation,Russian Federation,1871-1895,341,writer,university
http://www.wikidata.org/entity/Q76762,Friedrich Ratzel,1844,male,Karlsruhe,POINT (8.4 49.016667),Western Europe,Germany,Germany,1871-1895,16781,university-teacher,publisher
http://www.wikidata.org/entity/Q77643,Karl Bücher,1847,male,Kirberg,POINT (8.16333 50.31),Western Europe,Germany,Germany,1871-1895,16813,university-teacher,publisher
http://www.wikidata.org/entity/Q727301,Sergey Muromtsev,1850,male,Saint Petersburg,POINT (30.316667 59.95),European Russia,Russian Federation,Russian Federation,1871-1895,16498,university-teacher,university
http://www.wikidata.org/entity/Q7258532,Nikolay Ivanovich Kareyev,1850,male,Moscow,POINT (37.6175 55.750556),European Russia,Russian Federation,Russian Federation,1871-1895,16495,historian,school
http://www.wikidata.org/entity/Q1316427,George Elliott Howard,1849,male,Saratoga,POINT (-73.65 43.05),Northern America,United States,United States Can.,1871-1895,7547,university-teacher,education
http://www.wikidata.org/entity/Q2835129,Alfred Espinas,1844,male,Saint-Florentin,POINT (3.725 48.001944),Western Europe,France,France,1871-1895,11420,philosopher,institution
http://www.wikidata.org/entity/Q135643876,Christophe Allard,1849,male,Rouen,POINT (1.1025 49.443056),Western Europe,France,France,1871-1895,7981,university-teacher,organization
http://www.wikidata.org/entity/Q679184,Lester Frank Ward,1841,male,Joliet,POINT (-88.0834 41.52519),Northern America,United States,United States Can.,1871-1895,16216,writer,education
http://www.wikidata.org/entity/Q1891695,Manuel Sales y Ferré,1843,male,Ulldecona,POINT (0.44816 40.59805),Southern Europe,Spain,Spain Port.,1871-1895,9762,university-teacher,education
http://www.wikidata.org/entity/Q11031,Vilfredo Pareto,1848,male,Paris,POINT (2.352222 48.856667),Western Europe,France,France,1871-1895,1184,university-teacher,publisher
http://www.wikidata.org/entity/Q78492,Tomáš Garrigue Masaryk,1850,male,Hodonín,POINT (17.132439 48.848951),Eastern Europe,Czechia,Czechia,1871-1895,16854,university-teacher,education
http://www.wikidata.org/entity/Q635387,Alexandru Dimitrie Xenopol,1847,male,Iași,POINT (27.588889 47.162222),Eastern Europe,Romania,Central Europe,1871-1895,15745,university-teacher,education
http://www.wikidata.org/entity/Q11430430,Toyama Masakazu,1848,male,Tokyo,POINT (139.691667 35.689444),Eastern Asia,Japan,Japan,1871-1895,5269,politician,university
http://www.wikidata.org/entity/Q3870254,Napoleone Colajanni,1847,male,Enna,POINT (14.266667 37.566667),Southern Europe,Italy,Italy,1871-1895,12748,writer,publisher
http://www.wikidata.org/entity/Q15982611,Frederic George Young,1858,male,Burnett,POINT (-88.706944 43.504722),Northern America,United States,United States Can.,1896-1920,8761,university-teacher,education
http://www.wikidata.org/entity/Q21163,Ferdinand Tönnies,1855,male,Oldenswort,POINT (8.94025 54.372419),Western Europe,Germany,Germany,1896-1920,10358,university-teacher,agency
http://www.wikidata.org/entity/Q131805,John Dewey,1859,male,Burlington,POINT (-73.231483 44.487625),Northern America,United States,United States Can.,1896-1920,7570,writer,education
http://www.wikidata.org/entity/Q15305011,Alfonso Asturaro,1854,male,Catanzaro,POINT (16.5875 38.91),Southern Europe,Italy,Italy,1896-1920,8510,university-teacher,publisher
http://www.wikidata.org/entity/Q42156,Henri Bergson,1859,male,Paris,POINT (2.352222 48.856667),Western Europe,France,France,1896-1920,12964,writer,education
http://www.wikidata.org/entity/Q4196624,Viktor Ivanovsky,1854,male,Mamadış,POINT (51.41 55.716),European Russia,Russian Federation,Russian Federation,1896-1920,12948,university-teacher,university
http://www.wikidata.org/entity/Q15948,Émile Durkheim,1858,male,Épinal,POINT (6.451667 48.173611),Western Europe,France,France,1896-1920,8747,philosopher,education
http://www.wikidata.org/entity/Q16022898,Léopold Lacour,1854,male,former 10th arrondissement of Paris,POINT (2.329374 48.852668),Western Europe,France,France,1896-1920,8809,historian,facility
http://www.wikidata.org/entity/Q940942,Enrico Ferri,1856,male,San Benedetto Po,POINT (10.916667 45.033333),Southern Europe,Italy,Italy,1896-1920,17842,politician,publisher
http://www.wikidata.org/entity/Q73646,Thorstein Veblen,1857,male,Cato,POINT (-87.861111 44.142778),Northern America,United States,United States Can.,1896-1920,16596,writer,education
http://www.wikidata.org/entity/Q747613,Frank W. Blackmar,1854,male,Erie County,POINT (-80.1 42.1),Northern America,United States,United States Can.,1896-1920,16663,university-teacher,education
http://www.wikidata.org/entity/Q86845,Ignaz Jastrow,1856,male,Nakło nad Notecią,POINT (17.599444 53.138889),Eastern Europe,Poland,Poland,1896-1920,17188,university-teacher,publisher
http://www.wikidata.org/entity/Q454782,Albion Woodbury Small,1854,male,Buckfield,POINT (-70.36534 44.28951),Northern America,United States,United States Can.,1896-1920,13275,university-teacher,education
http://www.wikidata.org/entity/Q1387543,Maurice Hauriou,1856,male,Ladiville,POINT (-0.066389 45.515),Western Europe,France,France,1896-1920,8286,university-teacher,university
http://www.wikidata.org/entity/Q471300,Amilcare Puviani,1854,male,San Felice sul Panaro,POINT (11.141312 44.839338),Southern Europe,Italy,Italy,1896-1920,13399,economist,university
http://www.wikidata.org/entity/Q8189593,Adolfo González Posada,1860,male,Oviedo,POINT (-5.850278 43.3625),Southern Europe,Spain,Spain Port.,1896-1920,16981,university-teacher,university
http://www.wikidata.org/entity/Q977118,Anna J. Cooper,1858,female,Raleigh,POINT (-78.64 35.78),Northern America,United States,United States Can.,1896-1920,18892,writer,education
http://www.wikidata.org/entity/Q15829957,Christian Cherfils,1858,male,Martigny,POINT (-1.105278 48.614444),Western Europe,France,France,1896-1920,8708,writer,other
http://www.wikidata.org/entity/Q1356786,Ernesto Quesada,1858,male,Buenos Aires,POINT (-58.381944 -34.599722),South America,Argentina,South America,1896-1920,7986,university-teacher,publisher
http://www.wikidata.org/entity/Q76849,Georg Simmel,1858,male,Berlin,POINT (13.383333 52.516667),Western Europe,Germany,Germany,1896-1920,16787,university-teacher,publisher
http://www.wikidata.org/entity/Q2551919,Graham Wallas,1858,male,Sunderland,POINT (-1.380278 54.9),Northern Europe,United Kingdom,United Kingdom,1896-1920,11042,psychologist,education
http://www.wikidata.org/entity/Q76180,Paul Barth,1858,male,Baruth/Mark,POINT (13.501398 52.04637),Western Europe,Germany,Germany,1896-1920,16747,university-teacher,publisher
http://www.wikidata.org/entity/Q2576756,Spiru Haret,1851,male,Iași,POINT (27.588889 47.162222),Eastern Europe,Romania,Central Europe,1896-1920,11074,writer,education
http://www.wikidata.org/entity/Q3579993,Édouard Petit,1858,male,Marseille,POINT (5.376389 43.296667),Western Europe,France,France,1896-1920,12572,historian,school
http://www.wikidata.org/entity/Q381848,Patrick Geddes,1854,male,Ballater,POINT (-3.04942 57.0448),Northern Europe,United Kingdom,United Kingdom,1896-1920,12700,philosopher,publisher
http://www.wikidata.org/entity/Q606450,Aruga Nagao,1860,male,Osaka Prefecture,POINT (135.519861 34.686333),Eastern Asia,Japan,Japan,1896-1920,15281,university-teacher,education
http://www.wikidata.org/entity/Q332442,Sidney Webb,1859,male,London,POINT (-0.1275 51.507222),Northern Europe,United Kingdom,United Kingdom,1896-1920,12303,writer,education
http://www.wikidata.org/entity/Q181870,Franklin Henry Giddings,1855,male,Sherman,POINT (-73.5 41.583333),Northern America,United States,United States Can.,1896-1920,9560,university-teacher,education
http://www.wikidata.org/entity/Q324932,Lucien Lévy-Bruhl,1857,male,Paris,POINT (2.352222 48.856667),Western Europe,France,France,1896-1920,12160,university-teacher,institution
http://www.wikidata.org/entity/Q351527,Gaetano Mosca,1858,male,Palermo,POINT (13.361262 38.115658),Southern Europe,Italy,Italy,1896-1920,12523,writer,publisher
http://www.wikidata.org/entity/Q61954,Georg Jellinek,1851,male,Leipzig,POINT (12.374733 51.340632),Western Europe,Germany,Germany,1896-1920,15539,university-teacher,publisher
http://www.wikidata.org/entity/Q6376171,Katharine Coman,1857,female,Newark,POINT (-82.416779 40.063014),Northern America,United States,United States Can.,1896-1920,15763,university-teacher,education
http://www.wikidata.org/entity/Q18911929,Mary Roberts Coolidge,1860,female,Kingsbury,POINT (-86.7006 41.5267),Northern America,United States,United States Can.,1896-1920,9758,university-teacher,education
http://www.wikidata.org/entity/Q363367,Adolf Menzel,1857,male,Liberec,POINT (15.05 50.766667),Eastern Europe,Czechia,Czechia,1896-1920,12609,university-teacher,university
http://www.wikidata.org/entity/Q3172758,Jean Izoulet,1854,male,Miramont-de-Quercy,POINT (1.065833 44.230278),Western Europe,France,France,1896-1920,12096,professor,education
http://www.wikidata.org/entity/Q6037233,Simon Patten,1852,male,Sandwich,POINT (-88.61753 41.64961),Northern America,United States,United States Can.,1896-1920,15244,university-teacher,school
http://www.wikidata.org/entity/Q104193124,João Batista de Castro Rebelo Jr.,1853,male,Salvador,POINT (-38.492778 -12.983056),South America,Brazil,South America,1896-1920,284,politician,school
http://www.wikidata.org/entity/Q468172,Charles Cooley,1864,male,Ann Arbor,POINT (-83.748333 42.281389),Northern America,United States,United States Can.,1896-1920,13328,economist,education
http://www.wikidata.org/entity/Q463896,Jovan Cvijić,1865,male,Loznica,POINT (19.225833 44.533333),Southern Europe,Serbia,Central Europe,1896-1920,13305,university-teacher,publisher
http://www.wikidata.org/entity/Q85078,Max Herrmann,1865,male,Berlin,POINT (13.383333 52.516667),Western Europe,Germany,Germany,1896-1920,17087,historian,publisher
http://www.wikidata.org/entity/Q550792,Constantin Rădulescu-Motru,1868,male,Mehedinți County,POINT (22.88 44.63),Eastern Europe,Romania,Central Europe,1896-1920,14110,university-teacher,publisher
http://www.wikidata.org/entity/Q360252,René Worms,1869,male,Rennes,POINT (-1.680833 48.114167),Western Europe,France,France,1896-1920,12589,economist,institution
http://www.wikidata.org/entity/Q87209,Heinrich Cunow,1862,male,Schwerin,POINT (11.415 53.628889),Western Europe,Germany,Germany,1896-1920,17199,politician,publisher
http://www.wikidata.org/entity/Q9387,Max Weber,1864,male,Erfurt,POINT (11.028889 50.978056),Western Europe,Germany,Germany,1896-1920,17827,university-teacher,publisher
http://www.wikidata.org/entity/Q60285,Ernst Troeltsch,1865,male,Augsburg-Haunstetten,POINT (10.9042 48.3083),Western Europe,Germany,Germany,1896-1920,15232,university-teacher,publisher
http://www.wikidata.org/entity/Q1507280,George Edgar Vincent,1864,male,Rockford,POINT (-89.094 42.27113),Northern America,United States,United States Can.,1896-1920,8445,university-teacher,education
http://www.wikidata.org/entity/Q215139,Emily Greene Balch,1867,female,Jamaica Plain,POINT (-71.113055 42.3075),Northern America,United States,United States Can.,1896-1920,10427,university-teacher,education
http://www.wikidata.org/entity/Q919081,Robert Ezra Park,1864,male,Harveyville,POINT (-95.9622 38.7906),Northern America,United States,United States Can.,1896-1920,17505,university-teacher,education
http://www.wikidata.org/entity/Q4721595,Aleš Ušeničnik,1868,male,Poljane nad Škofjo Loko,POINT (14.184444 46.120833),Southern Europe,Slovenia,Central Europe,1896-1920,13416,university-teacher,publisher
http://www.wikidata.org/entity/Q1442648,Sebald Rudolf Steinmetz,1862,male,Breda,POINT (4.775833 51.588889),Western Europe,Netherlands,Belgium Netherl.,1896-1920,8350,university-teacher,institute
http://www.wikidata.org/entity/Q1323100,William Isaac Thomas,1863,male,Russell County,POINT (-82.1 36.94),Northern America,United States,United States Can.,1896-1920,7605,writer,education
http://www.wikidata.org/entity/Q722835,Edvard Westermarck,1862,male,Helsinki,POINT (24.9375 60.170833),Northern Europe,Finland,Baltic States Fin. Belar.,1896-1920,16484,university-teacher,education
http://www.wikidata.org/entity/Q720618,Scipio Sighele,1868,male,Brescia,POINT (10.220281 45.538889),Southern Europe,Italy,Italy,1896-1920,16473,university-teacher,publisher
http://www.wikidata.org/entity/Q42204361,Paul Lapie,1869,male,Montmort-Lucy,POINT (3.808611 48.924722),Western Europe,France,France,1896-1920,12967,university-teacher,university
http://www.wikidata.org/entity/Q710052,Célestin Bouglé,1870,male,Saint-Brieuc,POINT (-2.760278 48.513611),Western Europe,France,France,1896-1920,16378,university-teacher,institution
http://www.wikidata.org/entity/Q70917,Carl Grünberg,1861,male,Focșani,POINT (27.179722 45.699722),Eastern Europe,Romania,Central Europe,1896-1920,16377,university-teacher,organization
http://www.wikidata.org/entity/Q2871586,Augustin Hamon,1862,male,Nantes,POINT (-1.553889 47.217222),Western Europe,France,France,1896-1920,11501,philosopher,education
http://www.wikidata.org/entity/Q58031,Werner Sombart,1863,male,Ermsleben,POINT (11.349219 51.733089),Western Europe,Germany,Germany,1896-1920,14760,university-teacher,publisher
http://www.wikidata.org/entity/Q1291869,Edward C. Hayes,1868,male,Lewiston,POINT (-70.215278 44.100556),Northern America,United States,United States Can.,1896-1920,7321,university-teacher,education
http://www.wikidata.org/entity/Q57940,Franz Oppenheimer,1864,male,Berlin,POINT (13.383333 52.516667),Western Europe,Germany,Germany,1896-1920,14743,university-teacher,agency
http://www.wikidata.org/entity/Q295978,George Herbert Mead,1863,male,South Hadley,POINT (-72.575 42.258333),Northern America,United States,United States Can.,1896-1920,11667,university-teacher,education
http://www.wikidata.org/entity/Q39275121,Carl Kelsey,1870,male,Grinnell,POINT (-92.724722 41.743611),Northern America,United States,United States Can.,1896-1920,12770,other,education
http://www.wikidata.org/entity/Q263531,Leonard Trelawny Hobhouse,1864,male,St Ive,POINT (-4.382 50.48),Northern Europe,United Kingdom,United Kingdom,1896-1920,11136,university-teacher,education
http://www.wikidata.org/entity/Q6421184,Fernand Deschamps,1868,male,Châtelet,POINT (4.525278 50.403889),Western Europe,Belgium,Belgium Netherl.,1896-1920,15819,philosopher,education
http://www.wikidata.org/entity/Q553132,James Mark Baldwin,1861,male,Columbia,POINT (-81.044167 34.000555),Northern America,United States,United States Can.,1896-1920,14162,university-teacher,education
http://www.wikidata.org/entity/Q318151,Abe Isoo,1865,male,Fukuoka,POINT (130.401667 33.59),Eastern Asia,Japan,Japan,1896-1920,12116,university-teacher,education
http://www.wikidata.org/entity/Q5947009,Juan Agustín García,1862,male,Buenos Aires,POINT (-58.381944 -34.599722),South America,Argentina,South America,1896-1920,14997,university-teacher,school
http://www.wikidata.org/entity/Q444906,Edward Alsworth Ross,1866,male,Virden,POINT (-89.767778 39.500833),Northern America,United States,United States Can.,1896-1920,13170,university-teacher,education
http://www.wikidata.org/entity/Q5938854,José Cascales Muñoz,1865,male,Villafranca de los Barros,POINT (-6.339242 38.561336),Southern Europe,Spain,Spain Port.,1896-1920,14972,writer,education
http://www.wikidata.org/entity/Q11103183,Kelly Miller,1863,male,Winnsboro,POINT (-81.087959 34.377069),Northern America,United States,United States Can.,1896-1920,1317,writer,education
http://www.wikidata.org/entity/Q55743706,Romanzo Adams,1868,male,Clinton,POINT (-90.744444 43.666111),Northern America,United States,United States Can.,1896-1920,14356,university-teacher,education
http://www.wikidata.org/entity/Q2546101,Walter Schiff,1866,male,Vienna,POINT (16.3725 48.208333),Western Europe,Austria,Austria Hungary,1896-1920,11027,university-teacher,university
http://www.wikidata.org/entity/Q76514,Alfred Weber,1868,male,Erfurt,POINT (11.028889 50.978056),Western Europe,Germany,Germany,1896-1920,16763,university-teacher,publisher
http://www.wikidata.org/entity/Q76205,Friedrich von Gottl-Ottlilienfeld,1868,male,Vienna,POINT (16.3725 48.208333),Western Europe,Austria,Austria Hungary,1896-1920,16748,university-teacher,publisher
http://www.wikidata.org/entity/Q76143,Richard Thurnwald,1869,male,Vienna,POINT (16.3725 48.208333),Western Europe,Austria,Austria Hungary,1896-1920,16736,university-teacher,publisher
http://www.wikidata.org/entity/Q112502,Franz Eulenburg,1867,male,Berlin,POINT (13.383333 52.516667),Western Europe,Germany,Germany,1896-1920,3143,university-teacher,publisher
http://www.wikidata.org/entity/Q58878984,Susan Myra Kingsbury,1870,female,San Pablo,POINT (-122.345555 37.962222),Northern America,United States,United States Can.,1896-1920,14891,economist,education
http://www.wikidata.org/entity/Q2634091,Albert Jay Nock,1870,male,Scranton,POINT (-75.662412 41.408969),Northern America,United States,United States Can.,1896-1920,11134,journalist,education
http://www.wikidata.org/entity/Q1730777,Karl Dunkmann,1868,male,Aurich,POINT (7.483611 53.471389),Western Europe,Germany,Germany,1896-1920,9377,university-teacher,institute
http://www.wikidata.org/entity/Q1701606,John R. Commons,1862,male,Darke County,POINT (-84.62 40.13),Northern America,United States,United States Can.,1896-1920,9224,university-teacher,education
http://www.wikidata.org/entity/Q15987242,Břetislav Foustka,1862,male,Trpín,POINT (16.401652 49.595249),Eastern Europe,Czechia,Czechia,1896-1920,8763,university-teacher,publisher
http://www.wikidata.org/entity/Q1700913,John M. Gillette,1866,male,Maryville,POINT (-94.871111 40.345278),Northern America,United States,United States Can.,1896-1920,9221,university-teacher,education
http://www.wikidata.org/entity/Q1597181,Ulysses G. Weatherly,1865,male,West Newton,POINT (-86.2828 39.6531),Northern America,United States,United States Can.,1896-1920,8754,university-teacher,education
http://www.wikidata.org/entity/Q1818913,Leon Petrażycki,1867,male,Kalantajova,POINT (30.157778 54.762778),Eastern Europe,Belarus,Baltic States Fin. Belar.,1896-1920,9561,university-teacher,education
http://www.wikidata.org/entity/Q18910493,Jacob Dorsey Forrest,1866,male,Baltimore,POINT (-76.615 39.286389),Northern America,United States,United States Can.,1896-1920,9755,university-teacher,education
http://www.wikidata.org/entity/Q1681005,James Quayle Dealey,1861,male,Manchester,POINT (-2.233333 53.466667),Northern Europe,United Kingdom,United Kingdom,1896-1920,9141,university-teacher,education
http://www.wikidata.org/entity/Q158060,W. E. B. Du Bois,1868,male,Great Barrington,POINT (-73.3625 42.1958),Northern America,United States,United States Can.,1896-1920,8695,writer,education
http://www.wikidata.org/entity/Q101349,Kurt Breysig,1866,male,Poznań,POINT (16.933611 52.408333),Eastern Europe,Poland,Poland,1896-1920,87,university-teacher,publisher
http://www.wikidata.org/entity/Q16027076,Annie Marion MacLean,1869,female,Prince Edward Island,POINT (-63.2 46.4),Northern America,Canada,United States Can.,1896-1920,8812,university-teacher,education
http://www.wikidata.org/entity/Q8264138,Carlos Octavio Bunge,1875,male,Buenos Aires,POINT (-58.381944 -34.599722),South America,Argentina,South America,1896-1920,17007,university-teacher,university
http://www.wikidata.org/entity/Q113510182,Clayton C. Kohl,1875,male,Perrysburg,POINT (-83.63 41.550278),Northern America,United States,United States Can.,1896-1920,4377,professor,education
http://www.wikidata.org/entity/Q1581350,Heinz Marr,1876,male,Leipzig,POINT (12.374733 51.340632),Western Europe,Germany,Germany,1921-1945,8699,university-teacher,agency
http://www.wikidata.org/entity/Q1477449,John Lewis Gillin,1871,male,Linn County,POINT (-91.599722 42.078611),Northern America,United States,United States Can.,1896-1920,8398,university-teacher,education
http://www.wikidata.org/entity/Q89668,Johann Plenge,1874,male,Bremen,POINT (8.807222 53.075833),Western Europe,Germany,Germany,1896-1920,17335,university-teacher,publisher
http://www.wikidata.org/entity/Q89512,Frederick Hertz,1878,male,Vienna,POINT (16.3725 48.208333),Western Europe,Austria,Austria Hungary,1921-1945,17323,university-teacher,university
http://www.wikidata.org/entity/Q5669353,Harry H. Laughlin,1880,male,Oskaloosa,POINT (-92.644444 41.293889),Northern America,United States,United States Can.,1921-1945,14568,other,institute
http://www.wikidata.org/entity/Q220269,Dimitrie Gusti,1880,male,Iași,POINT (27.588889 47.162222),Eastern Europe,Romania,Central Europe,1921-1945,10551,university-teacher,publisher
http://www.wikidata.org/entity/Q87767,Inocenc Arnošt Bláha,1879,male,Krasoňov,POINT (15.3975 49.5019),Eastern Europe,Czechia,Czechia,1921-1945,17235,university-teacher,publisher
http://www.wikidata.org/entity/Q57314,Robert Michels,1876,male,Cologne,POINT (6.957778 50.942222),Western Europe,Germany,Germany,1921-1945,14658,university-teacher,publisher
http://www.wikidata.org/entity/Q2336155,Stefan Czarnowski,1879,male,Kroczewo,POINT (20.5597 52.47637),Eastern Europe,Poland,Poland,1921-1945,10708,university-teacher,university
http://www.wikidata.org/entity/Q139980,Oszkár Jászi,1875,male,Carei,POINT (22.47 47.69),Eastern Europe,Romania,Central Europe,1896-1920,8305,university-teacher,publisher
http://www.wikidata.org/entity/Q1374701,Ezra Dwight Sanderson,1878,male,Clio,POINT (-83.734167 43.1775),Northern America,United States,United States Can.,1921-1945,8195,university-teacher,education
http://www.wikidata.org/entity/Q33760,Bertrand Russell,1872,male,Trellech,POINT (-2.7256 51.745061),Northern Europe,United Kingdom,United Kingdom,1896-1920,12375,university-teacher,education
http://www.wikidata.org/entity/Q733019,José Ingenieros,1877,male,Palermo,POINT (13.361262 38.115658),Southern Europe,Italy,Italy,1921-1945,16562,university-teacher,university
http://www.wikidata.org/entity/Q2621509,Alfredo Niceforo,1876,male,Castiglione di Sicilia,POINT (15.1225 37.882778),Southern Europe,Italy,Italy,1921-1945,11118,university-teacher,organization
http://www.wikidata.org/entity/Q185777,Alexis Carrel,1873,male,Sainte-Foy-lès-Lyon,POINT (4.8025 45.733611),Western Europe,France,France,1896-1920,9649,other,education
http://www.wikidata.org/entity/Q3085838,François Simiand,1873,male,Gières,POINT (5.791945 45.181944),Western Europe,France,France,1896-1920,11888,economist,education
http://www.wikidata.org/entity/Q1332556,Ellsworth Faris,1874,male,Salem,POINT (-86.477214 35.809233),Northern America,United States,United States Can.,1896-1920,7676,university-teacher,education
http://www.wikidata.org/entity/Q12737676,Paul Zarifopol,1874,male,Iași,POINT (27.588889 47.162222),Eastern Europe,Romania,Central Europe,1896-1920,7183,philosopher,publisher
http://www.wikidata.org/entity/Q1607175,Henry Pratt Fairchild,1880,male,West Dundee,POINT (-88.2858 42.0953),Northern America,United States,United States Can.,1921-1945,8840,university-teacher,education
http://www.wikidata.org/entity/Q721570,Gunnar Landtman,1878,male,Helsinki,POINT (24.9375 60.170833),Northern Europe,Finland,Baltic States Fin. Belar.,1921-1945,16477,university-teacher,organization
http://www.wikidata.org/entity/Q295393,Marcel Mauss,1872,male,Épinal,POINT (6.451667 48.173611),Western Europe,France,France,1896-1920,11651,politician,education
